2MASX,NED_id,ra,dec,l,b,Kmag,Kmag_err,z,zdist,zdist_err,D,D_err,gal_type,n_sumss,n_nvss,F1400,F1400_err,F843,F843_err,Fsyn,Lsyn,sum_ma,max_ma,lim_ma,max_dist_to_gal,min_dist_to_gal,contour_dist,geo_cen_ra,geo_cen_dec,flux_cen_ra,flux_cen_dec,class
06265276-2437014,ESO 489- G 057,96.71985,-24.6171,232.78622,-16.04994,9.876,0.04,0.022944642,0.022378812,0.000500347,94.78386294,2.11918354,-5,0,3,263.9,7.044146506,0,0,304.9864891,3.60623E+39,0.070222222,0.033611111,0,0.050276123,0.000931598,0.002107338,96.73783353,-24.60242093,96.72410883,-24.60665264,j
06270669-3529152,PKS 0625-35,96.77799,-35.4876,243.45306,-19.96728,10.739,0.068,0.054854882,0.055811233,0.000500347,242.2398016,2.171676255,-5,2,3,4507.8,103.166419,6280,158.1471783,5353.287617,4.13443E+41,0.039305556,0.032527778,0,0.013406491,0.001449693,0,96.77867358,-35.48355281,96.77343992,-35.48762348,j
06312271+2501067,3C 162,97.84464,25.01852,188.37314,7.02743,11.68,0.05,0.083001157,0.086915403,0.000500347,385.5289666,2.219378973,98,0,3,1070.7,29.46540344,0,0,1237.39687,2.42062E+41,0.030555556,0.015694444,0,0.0319331,0.001782484,0,97.85328995,25.0140062,97.84415355,25.01828256,j
06353594+2616376,4C +26.23,98.89974,26.27719,187.66309,8.43945,11.116,0.055,0.040228026,0.041210223,0.000500347,176.9910739,2.148906907,98,0,1,927.3,30.7,0,0,1071.670979,4.41844E+40,0.020611111,0.020611111,0,0.003313009,0.003313009,0,98.90790747,26.2786932,98.89861263,26.27861827,j
06442508-4343484,ESO 255- G 017,101.10458,-43.73016,252.88878,-19.56639,11.217,0.068,0.06151619,0.062803976,0.000500347,273.9487491,2.182495614,-2,4,0,0,0,3112.4,66.20166161,2653.116621,2.62059E+41,0.1295,0.093638889,0,0.046760984,0.006926499,0,101.1122663,-43.7350604,101.1039706,-43.7439391,j
06502151-5549325,ESO 161-IG 027 NED02,102.58959,-55.82574,265.5481,-22.30921,10.599,0.057,0.04971797,0.050212015,0.000500347,217.0638901,2.162973157,-5,4,0,0,0,1858.5,48.58703531,1584.24921,9.82433E+40,0.094611111,0.060194444,0,0.050650411,0.014856882,0.003508664,102.6201907,-55.82889616,102.5766155,-55.82542227,j
06503056+2833345,B2 0647+28,102.62732,28.55956,186.99953,12.40537,11.462,0.047,0.063657682,0.065978261,0.000500347,288.4401004,2.187388739,98,0,5,457.5,9.597916441,0,0,528.7279983,5.78959E+40,0.115305556,0.035083333,0,0.044341792,0.00094444,0,102.6287683,28.56824424,102.6335675,28.56412437,j
06505914+1518493,4C +15.18,102.74651,15.31376,199.18716,6.81916,11.752,0.05,0.056459333,0.058099882,0.000500347,252.5852087,2.175223393,98,0,2,849.6,22.10701246,0,0,981.8738959,8.24472E+40,0.017805556,0.009361111,0,0.00869922,0.008243496,0,102.7470888,15.31300842,102.7427679,15.31298326,j
06521236+7425372,IC 0450,103.05146,74.42698,140.3275,26.10688,9.602,0.018,0.018813106,0.019568622,0.00056706,82.70667555,2.396675379,-3,0,1,269.5,8.1,0,0,311.4583509,2.80405E+39,0.005472222,0.005472222,1,0.00015039,0.00015039,0,103.05051,74.42576584,103.05098,74.42993215,p
06551006+4100097,CGCG 204-027,103.79185,41.00279,175.46498,18.06525,10.461,0.037,0.021561688,0.022099838,0.000500347,93.58270405,2.11874018,-5,0,1,225.6,6.8,0,0,260.7235769,3.00522E+39,0.004694444,0.004694444,1,0.000180633,0.000180633,0,103.7907956,41.00219488,103.7852743,41.00213821,p
06561069+4237023,4C +42.22,104.04447,42.61739,173.93739,18.80161,11.273,0.057,0.059001104,0.061199242,0.000500347,266.6458598,2.180017608,98,0,1,932.4,34.6,0,0,1077.564996,1.00836E+41,0.008527778,0.008527778,0,0.000339129,0.000339129,0,104.0430783,42.61661396,104.0430142,42.62078157,j
07012902+2313260,4C +23.18,105.37099,23.22384,193.01883,12.45343,11.701,0.07,0.091964068,0.096688986,0.000500347,431.7346759,2.234143803,98,0,6,981.5,21.04899047,0,0,1134.309356,2.78272E+41,0.092805556,0.030777778,0,0.043226299,0.002849327,0.001667103,105.369364,23.21885936,105.3739416,23.22298564,j
07024038-2841501,NGC 2325,105.66829,-28.69725,239.96065,-10.41048,7.955,0.028,0.007288411,0.007710278,0.000325225,31.75716012,1.298658702,-5,0,2,254.7,7.224956747,0,0,294.3541447,3.90713E+38,0.011416667,0.005972222,0,0.025390472,0.000200826,0.00128526,105.6723662,-28.702468,105.6674819,-28.69419187,p
07042876+1835222,CGCG 085-029,106.11981,18.58949,197.6174,11.14761,10.348,0.038,0.026044811,0.026341612,0.000500347,111.8990771,2.125471865,-2,0,1,247.2,8.7,0,0,285.6864726,4.70811E+39,0.004944444,0.004944444,0,0.000835535,0.000835535,0.001601848,106.1138091,18.58562563,106.1181609,18.58984021,p
07074155+3503309,2MASX J07074155+3503309,106.92321,35.0586,182.23384,18.2734,11.576,0.07,0.07849802,0.082070141,0.000500347,362.8298037,2.212019618,98,0,2,550.1,16.87601849,0,0,635.7448566,1.10152E+41,0.029833333,0.019444444,0,0.025880772,0.004428724,0,106.9258063,35.06594759,106.9258611,35.06178062,j
07090797+4836561,NGC 2329,107.28328,48.61554,168.57545,22.79937,9.45,0.028,0.019330133,0.020038949,0.000458651,84.77255724,1.897185032,-4,0,3,747,16.05677427,0,0,863.3001416,8.16539E+39,0.070861111,0.035305556,0,0.038329331,0.000876349,0,107.2572743,48.62400668,107.2569016,48.61567647,j
07135663-3501260,PKS 0712-349,108.486,-35.02396,246.82016,-10.96685,10.871,0.055,0.044177444,0.04446678,0.000500347,191.4306349,2.154006219,-5,1,1,342.7,11.8,430.6,13,396.0548307,1.91022E+40,0.006416667,0.006416667,0,0.000389747,0.000113728,0,108.4850839,-35.02686,108.4813218,-35.02167604,p
07163708+3642186,B2 0713+36,109.15459,36.70517,181.24806,20.53498,11.337,0.064,0.070265618,0.073153066,0.000500347,321.4174031,2.198406777,98,0,1,292.4,8.8,0,0,337.9236431,4.59475E+40,0.005416667,0.005416667,1,0.000153992,0.000153992,0.001959225,109.1538105,36.70287634,109.1486755,36.70709225,p
07164122+5323091,4C +53.16,109.17177,53.38594,163.82732,25.11065,10.504,0.049,0.063607647,0.066237771,0.000500347,289.6275048,2.187788269,-3,0,1,1501.4,49.9,0,0,1735.152386,1.91567E+41,0.009472222,0.009472222,0,0.000417196,0.000417196,0.001202017,109.1737539,53.38615168,109.1667681,53.38621876,j
07170806-3621591,PKS 0715-36,109.28367,-36.36634,248.33838,-10.96375,10.445,0.058,0.031358513,0.031109154,0.000500347,132.6204868,2.133013531,-3,4,4,2471.8,54.61446695,3608.5,73.04259032,3076.009294,7.12054E+40,0.090333333,0.035361111,0,0.044449996,0.012387742,0,109.2636349,-36.36249497,109.2787281,-36.35713749,j
07171670+4308491,2MASX J07171670+4308491,109.31954,43.14693,174.69727,22.63711,11.042,0.06,0.056602767,0.058619433,0.000500347,254.9381677,2.176027813,-3,0,4,246,5.974110813,0,0,284.299645,2.43193E+40,0.075694444,0.022055556,0,0.054516639,0.000740575,0.042666285,109.3147148,43.14372428,109.3146681,43.14789127,j
07172666+4405020,B3 0713+441,109.36107,44.08398,173.73166,22.93104,11.481,0.081,0.065198755,0.067810278,0.000500347,296.8312421,2.190207602,98,0,2,226.4,7.712976079,0,0,261.6481286,3.03418E+40,0.041833333,0.03475,0,0.059819113,0.000572254,0.001847389,109.350533,44.06482935,109.3619058,44.08572712,p
07175757+0941218,UGC 03787,109.48984,9.68934,207.22267,10.25567,10.919,0.052,0.028619939,0.028827145,0.000500347,122.6843301,2.129406896,-3,0,1,319.6,9.6,0,0,369.3584006,7.31696E+39,0.004888889,0.004888889,1,0.000203386,0.000203386,0,109.4922871,9.689245576,109.4880587,9.689260668,p
07181457-4711322,ESO 257- G 004,109.56081,-47.19231,258.52805,-15.30473,10.428,0.057,0.042312811,0.04243036,0.000500347,182.3935007,2.150818879,-5,5,0,0,0,905.6,19.33313218,771.9645328,3.38003E+40,0.070916667,0.024722222,0,0.097756055,0.000399971,0,109.581878,-47.18509418,109.5683903,-47.18504366,j
07193787+5526064,2MASX J07193787+5526064,109.90782,55.43514,161.69794,25.94161,11.467,0.063,0.065619048,0.068418105,0.000500347,299.619704,2.19114201,98,0,2,331.7,11.06526095,0,0,383.3422449,4.52931E+40,0.019083333,0.010972222,0,0.020568936,0.000957863,0.001156608,109.9100494,55.43918607,109.9027059,55.43930101,j
07204757-3407058,PKS 0718-34,110.19823,-34.11834,246.62292,-9.30249,10.133,0.044,0.028353086,0.02801824,0.000500347,119.1700733,2.12812703,98,1,3,2459.1,53.74579053,3107,111.2,2841.956329,5.31198E+40,0.028138889,0.023027778,0,0.010120708,0.000247373,0,110.1998862,-34.11661179,110.1999947,-34.12077969,j
07271448+8545162,NGC 2276,111.80984,85.75455,127.67001,27.70927,9.246,0.04,0.008058948,0.009044759,0.000517025,37.96003774,2.060056498,5,0,3,290.8,8.81192374,0,0,336.0745397,6.37372E+38,0.064944444,0.025722222,0,0.024016844,0.000693488,0,111.93664,85.75840572,111.8246399,85.75414771,g
07280854-3641594,2MASX J07280854-3641594,112.03571,-36.69991,249.64139,-9.13215,11.459,0.082,0.070912736,0.072867295,0.000500347,320.0980439,2.197969039,98,0,3,405.5,11.78516016,0,0,468.6321384,6.31979E+40,0.047611111,0.027583333,0,0.029954016,0.001256155,0,112.0426571,-36.7033242,112.0375101,-36.69497068,j
07331844-3654533,2MASX J07331844-3654533,113.32696,-36.91481,250.31685,-8.31408,10.502,0.055,0.023529726,0.023018257,0.000500347,97.53892047,2.120199444,98,5,7,198.5,8.744712688,416.6,19.9879964,355.1241435,4.44673E+39,0.234805556,0.083666667,0,0.102962254,0.038114877,0.086221914,113.2974931,-36.92659927,113.3078295,-36.91819651,j
07332987+5742023,CGCG 286-029,113.37456,57.7006,159.51645,28.17829,11.294,0.05,0.041719064,0.043119601,0.000500347,185.449322,2.151898182,98,0,3,305.9,6.667833231,0,0,353.5254529,1.6002E+40,0.0665,0.025472222,0,0.032217108,0.002887744,0,113.3684767,57.69453843,113.3839983,57.698782,j
07373010+5941031,UGC 03927,114.3754,59.68421,157.33247,28.90234,10.628,0.047,0.040538242,0.041908556,0.000500347,180.0819742,2.150001411,-2,0,1,560.6,16.8,0,0,647.8795975,2.76528E+40,0.004888889,0.004888889,1,7.84125E-05,7.84125E-05,0.002456167,114.3742753,59.68659966,114.3660222,59.68671743,p
07483682+5548591,CGCG 262-029,117.15347,55.81637,161.90543,30.04421,10.93,0.05,0.035661511,0.036765598,0.000500347,157.3893259,2.141927843,-5,0,18,2196.5,40.66571037,0,0,2538.472237,8.27613E+40,0.422555556,0.035333333,0,0.250460835,0.000287937,0,117.1510287,55.81701448,117.1507236,55.82117763,j
07524421+4556576,B3 0749+460A,118.18421,45.94932,173.27522,29.4242,11.485,0.049,0.051692679,0.053405671,0.000500347,231.4002055,2.167941533,98,0,4,617.6,14.86438697,0,0,713.7539055,5.03014E+40,0.050555556,0.022888889,0,0.038592159,0.001817649,0,118.1720817,45.94462357,118.1719442,45.94879159,j
07545738-0222120,2MASX J07545738-0222120,118.73908,-2.37003,222.46927,12.97063,11.447,0.086,0.088494985,0.092363391,0.000500347,411.2162232,2.227622368,98,0,5,703.8,12.19549097,0,0,813.3743502,1.81024E+41,0.06425,0.022138889,0,0.032304118,0.01057794,0.006739636,118.7488231,-2.377997852,118.740492,-2.365480067,u
07582810+3747121,NGC 2484,119.61712,37.78666,182.67639,28.82835,10.074,0.037,0.040821773,0.041849864,0.000500347,179.8220824,2.149909444,-2,0,1,2717.9,84,0,0,3141.048802,1.3368E+41,0.031333333,0.031333333,0,0.001698482,0.001698482,0,119.6173716,37.79009227,119.6173716,37.79009227,j
07583734+0801468,NGC 2496,119.65563,8.02968,213.30392,18.56326,9.748,0.042,0.03187554,0.032079515,0.000500347,136.855414,2.134545359,-5,0,2,536.2,16.72991333,0,0,619.680771,1.52755E+40,0.017555556,0.012333333,0,0.003277017,0.001316825,0,119.6549489,8.029023487,119.6591534,8.033193624,j
08162288-7039398,ESO 060-IG 002 NED01,124.09518,-70.66105,283.89294,-18.87497,10.996,0.068,0.069778612,0.071520423,0.000500347,313.8863027,2.195904693,-5,3,0,0,0,1940.1,49.50727219,1653.807851,2.14454E+41,0.066861111,0.030805556,0,0.033204246,0.007324372,0,124.1739392,-70.63714922,124.1281015,-70.65010547,j
08173619+5957137,CGCG 287-066,124.40091,59.95378,157.08273,33.94036,10.272,0.036,0.028593253,0.029484341,0.000500347,125.5425047,2.130446176,-2,0,2,464.8,14.9083869,0,0,537.1645325,1.11428E+40,0.040444444,0.028638889,0,0.017972065,0.000305037,0,124.4030562,59.95121318,124.3943508,59.95517998,j
08180059-1613599,2MASX J08180059-1613599,124.50249,-16.23335,237.62088,10.81805,10.578,0.061,0.050465157,0.051140458,0.000500347,221.2252528,2.164418727,-5,0,1,451.5,15.8,0,0,521.7938607,3.36103E+40,0.004777778,0.004777778,0,0.001072514,0.001072514,0.0010673,124.5034297,-16.2410821,124.5034084,-16.23274872,p
08205880-5705337,PKS 0819-569,125.24494,-57.09267,272.09744,-11.45986,11.063,0.068,0.060241969,0.061266258,0.000500347,266.9505264,2.18012115,-5,2,0,0,0,2394.2,69.88633629,2040.898282,1.9142E+41,0.012583333,0.012583333,0,0.019225259,0.000800586,0,125.2519561,-57.09250963,125.2407835,-57.08875687,j
08353408-0151002,NGC 2616,128.89197,-1.8501,227.22206,22.06598,9.827,0.043,0.031188395,0.031161657,0.000500347,132.8494737,2.13309644,-1,0,5,939.4,17.46825693,0,0,1085.654823,2.52183E+40,0.10775,0.030222222,0,0.037652712,0.000269127,0,128.8921679,-1.850321701,128.8879986,-1.850321701,j
08391582+2850389,B2 0836+29,129.81595,28.84413,195.29048,34.98563,11.119,0.056,0.078958341,0.082320999,0.000500347,364.0016375,2.212401288,-4,0,5,918.4,15.62305988,0,0,1061.385341,1.8509E+41,0.095305556,0.030027778,0,0.050342609,0.001738847,0,129.8016994,28.84935867,129.8157136,28.86208253,j
08445266-1000590,2MASX J08445266-1000590,131.21948,-10.01641,235.94627,19.69423,11.263,0.062,0.042869866,0.043189153,0.000500347,185.7578533,2.152007067,98,0,2,306.7,10.61696755,0,0,354.4500046,1.60973E+40,0.018111111,0.012,0,0.018075751,0.000619147,0,131.2172143,-10.0151748,131.2172143,-10.0151748,j
08450824-3347411,NGC 2663,131.28436,-33.79476,255.67424,5.64892,6.794,0.018,0.007011551,0.007166923,0.000458651,29.96647259,1.803227875,-5,7,10,2584.5,55.86447888,2859.6,69.10817607,2986.879807,3.53015E+39,0.264527778,0.104388889,0,0.27419928,0.001390352,0,131.2944495,-33.81996174,131.2905049,-33.79114025,j
08471978-3320011,PKS 0845-331,131.83234,-33.33357,255.59473,6.29307,10.456,0.068,0.038286673,0.038179368,0.000500347,163.6110909,2.144150211,98,0,5,322.3,7.691553809,0,0,372.4787626,1.31229E+40,0.096333333,0.035111111,0,0.066153796,0.004748012,0.002862135,131.8612378,-33.30961994,131.8613029,-33.31378736,j
08475313+5352344,NGC 2656,131.97136,53.87619,164.14388,38.57832,10.604,0.042,0.045491693,0.046939004,0.000500347,202.4360331,2.15786935,-5,0,1,1542.3,51.8,0,0,1782.420091,9.61369E+40,0.008527778,0.008527778,0,0.001863764,0.001863764,0,131.9717268,53.87950058,131.9646584,53.87949876,p
08475906+3147083,IC 2402,131.99605,31.78565,192.26427,37.4831,10.804,0.052,0.067303555,0.069741618,0.000500347,305.6990904,2.193175195,0,0,5,1624.8,33.17800476,0,0,1877.764485,2.30958E+41,0.065555556,0.027777778,0,0.058927807,0.002355415,0.015669813,132.0002849,31.79531984,132.0051202,31.79109562,j
08531896+6828187,CGCG 332-026,133.32887,68.47191,145.98901,36.14145,10.505,0.033,0.040264718,0.041685831,0.000500347,179.0958411,2.149652392,-5,0,2,297.2,9.940824915,0,0,343.4709532,1.44999E+40,0.0265,0.017,0,0.018644759,0.000554595,0,133.3307071,68.47089862,133.3190466,68.47495095,j
09001815+0745350,CGCG 033-040,135.07565,7.75982,221.12523,32.11964,11.338,0.05,0.060552185,0.062099683,0.000500347,270.7417097,2.181408413,98,0,5,240.3,5.673623181,0,0,277.7122142,2.67923E+40,0.073361111,0.018166667,0,0.05601395,0.002967305,0,135.0832292,7.76148791,135.0916226,7.769839768,j
09045929-1227444,2MASX J09045929-1227444,136.24699,-12.46241,241.12743,22.32245,11.109,0.065,0.056042376,0.057018273,0.000500347,247.69204,2.173547764,-5,0,2,253,9.019977827,0,0,292.3894723,2.36097E+40,0.028888889,0.017583333,0,0.016404157,0.00111085,0,136.247499,-12.46239652,136.2432279,-12.45823343,j
09074701-3535234,2MASX J09074701-3535234,136.94585,-35.58986,260.07169,8.06187,10.909,0.048,0.03740606,0.037226379,0.000500347,159.4157863,2.142652415,98,2,7,1589.5,29.42923716,1483.3,36.94441771,1836.968641,6.14425E+40,0.137805556,0.034861111,0,0.069566532,0.008324543,0.011337169,136.9322976,-35.60109261,136.9425484,-35.60092694,u
09080217-0959378,2MASX J09080217-0959378,137.00914,-9.99376,239.44225,24.38639,11.474,0.063,0.055008382,0.054306389,0.000500347,235.4547695,2.169340697,98,0,5,642.3,11.34460224,0,0,742.299439,5.41625E+40,0.13225,0.03425,0,0.076926018,0.001190872,0,137.0155817,-10.03252624,137.0155164,-10.01168,j
09092633-0922471,2MASX J09092633-0922471,137.35973,-9.37983,239.11906,25.02682,11.375,0.066,0.058520769,0.059684895,0.000500347,259.7685689,2.17767651,98,0,3,380,8.218272325,0,0,439.1620533,3.90034E+40,0.030722222,0.011805556,0,0.025237295,0.002751095,0.002756616,137.3768789,-9.381195607,137.3768624,-9.37702776,j
09101737-0937068,2MASX J09101737-0937068,137.57236,-9.61855,239.46832,25.0559,11.169,0.059,0.055278511,0.056234968,0.000500347,244.1528167,2.172333441,-5,0,4,460.4,9.225508116,0,0,532.0794982,4.1745E+40,0.068166667,0.022944444,0,0.045084737,0.001225715,0,137.5806148,-9.588878697,137.5721604,-9.588910626,j
09135500-1433516,2MASX J09135500-1433516,138.47917,-14.56429,244.36287,22.76863,11.341,0.068,0.05509505,0.055978513,0.000500347,242.9948802,2.171935719,98,0,6,609.9,15.45218431,0,0,704.8550955,5.4777E+40,0.13425,0.035305556,0,0.088170627,0.00856619,0.00138889,138.4458738,-14.54005194,138.4458738,-14.54005194,u
09180565-1205439,Hydra A,139.52356,-12.09552,242.92558,25.09282,11.06,0.073,0.054878232,0.055771958,0.000500347,242.0625448,2.171615332,-1,0,1,40849.9,1278.8,0,0,47209.80516,3.64076E+42,0.017333333,0.017333333,0,0.000873286,0.000873286,0,139.5227326,-12.09542927,139.52274,-12.09126261,j
09275281+2959085,IC 2476,141.97008,29.98573,196.70023,45.57518,10.244,0.044,0.026661908,0.026935382,0.000500347,114.4720495,2.126412544,-4,0,13,399.7,10.02746229,0,0,461.9291387,7.9667E+39,0.424055556,0.035222222,0,0.094149883,0.003694279,0,0,0,0,0,j
09321011+2130029,NGC 2903,143.04213,21.50083,208.71164,44.54013,6.089,0.016,0.001854625,0.002809645,0.000592077,10.37586076,1.565974984,4,0,1,444.5,13.9,0,0,513.7040334,7.2789E+37,0.033666667,0.033666667,0,0.002084147,0.002084147,0,143.0415924,21.50178798,143.0415649,21.50595601,g
09325289+6737026,NGC 2892,143.22049,67.6174,145.1463,39.87415,9.47,0.031,0.022822566,0.023623164,0.000500347,100.147544,2.121160049,-4,0,2,235.6,7.467261881,0,0,272.280473,3.59419E+39,0.028388889,0.014472222,0,0.016046085,0.001987266,0,143.2231671,67.61480425,143.2230299,67.61897068,j
09340714-3728078,2MASX J09340714-3728078,143.52959,-37.46885,265.17419,10.54189,11.318,0.089,0.062943851,0.064136382,0.000500347,280.0241086,2.184550887,98,1,3,1015.5,29.3935367,1446.1,48,1232.70529,1.2722E+41,0.037722222,0.034,0,0.023863431,0.003184317,0,143.5303373,-37.46521653,143.522638,-37.46518684,j
09383601-0420061,2MASX J09383601-0420061,144.65005,-4.33509,239.40759,33.84391,11.347,0.082,0.069675207,0.071670733,0.000500347,314.5789916,2.196135174,98,0,4,605.1,13.46216922,0,0,699.3077854,9.10819E+40,0.088194444,0.035333333,0,0.056758506,0.010441996,0.00282364,144.6351724,-4.345590563,144.6393442,-4.337253851,j
09395923-3307068,ESO 373- G 018,144.99686,-33.11855,263.02054,14.53438,11.119,0.054,0.042085987,0.042093779,0.000500347,180.9022964,2.15029162,4,1,1,390.6,11.7,585.3,17.7,498.9298156,2.14898E+40,0.005083333,0.005083333,0,0.001450233,0.001195534,0,144.9960437,-33.12061419,144.9887466,-33.12067029,p
09422410-3044101,PKS 0940-304,145.60036,-30.73615,261.72287,16.62623,10.792,0.053,0.03862691,0.038497068,0.000500347,165.0109414,2.144649306,-1,1,3,353.3,11.67690027,400.4,12.2,408.3051406,1.46324E+40,0.047611111,0.024527778,0,0.021679356,6.52732E-05,0,145.6048275,-30.73966229,145.5999097,-30.73555683,j
09453879-3111279,NGC 2997,146.41164,-31.19109,262.57877,16.76339,6.604,0.02,0.003629195,0.003418467,0.000550382,12.54360353,1.485079484,5,3,6,223.9,7.559100476,423.2,20.82354437,360.7502101,7.4706E+37,0.182333333,0.099722222,0,0.035125606,0.000377588,0,146.4148538,-31.19110858,146.414762,-31.1952749,g
09454204-1419348,NGC 2992,146.42519,-14.32636,249.70613,28.78092,8.685,0.018,0.007778753,0.008347061,0.000550382,34.87591775,2.250393291,1,0,1,226.2,6.8,0,0,261.4169907,4.18494E+38,0.005361111,0.005361111,1,0.000200722,0.000200722,0,146.4258485,-14.32732096,146.4215467,-14.32728935,p
09475094-3715272,2MASX J09475094-3715272,146.96227,-37.25753,267.09445,12.52881,11.256,0.079,0.041248737,0.041191114,0.000500347,176.9065409,2.14887695,98,2,2,667.1,16.17559891,974.7,24.33043362,830.8677453,3.42235E+40,0.037416667,0.033111111,0,0.033821994,0.000351442,0,146.9608993,-37.24876073,146.9505151,-37.24446155,j
09555243+6940469,MESSIER 082,148.96846,69.6797,141.40953,40.5671,4.636,0.015,0.000677138,0.001662871,0.00046699,3.677137058,0.32208447,0,0,2,6432.6,209.141794,0,0,7434.08901,1.32298E+38,0.017138889,0.009,0,0.01024952,0.00082784,0.002156863,148.9618773,69.6811108,148.9618773,69.6811108,g
09582458-2655356,NGC 3078,149.60246,-26.9266,261.78064,21.80233,7.925,0.02,0.008649358,0.009299515,0.000458651,38.66748372,1.830500107,-5,0,3,321.7,10.93297764,0,0,371.7853488,7.31625E+38,0.05725,0.028055556,0,0.018230076,0.000139597,0,149.6031761,-26.92804993,149.5984426,-26.92393755,j
09592102+0117518,2MASX J09592102+0117518,149.83752,1.29786,237.58971,41.36277,11.634,0.068,0.097601329,0.102341423,0.000500347,458.7104983,2.242634126,98,0,2,509,17.03555106,0,0,588.2460135,1.62907E+41,0.021277778,0.011611111,0,0.020093851,0.003499734,0,149.8424585,1.300111634,149.8382886,1.300111634,j
10002708-0754140,MCG -01-26-006,150.11287,-7.90385,246.96602,35.77913,10.85,0.063,0.033576725,0.033459106,0.000500347,142.8864443,2.136721365,-3,0,2,265.7,7.072481884,0,0,307.0667304,8.25124E+39,0.043166667,0.025944444,0,0.023504239,0.017474988,0.007721309,150.1108614,-7.908207153,150.1108805,-7.904040524,j
10004083-3139519,NGC 3100,150.17017,-31.66449,265.44623,18.50748,8.159,0.026,0.008612667,0.009194268,0.000500347,38.55484861,2.098133154,-2,1,1,530.2,15.9,724.2,21.8,617.3329446,1.20776E+39,0.005111111,0.005111111,0,0.001432212,0.000375559,0,150.1695644,-31.66402736,150.1695644,-31.66402736,j
10015792+5540480,NGC 3079,150.49135,55.68,157.80977,48.36007,7.341,0.016,0.003722593,0.004674572,0.000550382,19.56897897,1.976169306,5,0,3,865.4,27.2422466,0,0,1000.133792,5.04079E+38,0.036333333,0.012444444,0,0.022088321,0.00027996,0.002723873,150.4877845,55.68236121,150.4878365,55.68652784,g
10045181+5434046,CGCG 266-018,151.21597,54.56789,159.06657,49.21024,10.991,0.051,0.047002745,0.04849154,0.000500347,209.3665045,2.160291827,-5,0,9,229.6,7.195832127,0,0,265.3463353,1.53085E+40,0.277805556,0.061666667,0,0.122420729,0.001790537,0,151.2573493,54.5515458,151.2292425,54.57268231,j
10065190+1422247,NGC 3119,151.7162,14.37357,222.87296,49.67939,9.748,0.031,0.029437175,0.029500561,0.000500347,125.6130823,2.130471821,-5,0,4,763,14.67037832,0,0,881.7911754,1.83122E+40,0.087027778,0.035333333,0,0.061342586,0.000559788,0.001027722,151.7247294,14.36210027,151.7118045,14.37875672,j
10083368-0428393,MCG -01-26-026,152.14035,-4.47767,245.41315,39.55946,11.361,0.07,0.050898793,0.051614284,0.000500347,223.3510114,2.165156091,98,0,1,250.1,7.5,0,0,289.0379724,1.89773E+40,0.005361111,0.005361111,1,0.000240422,0.000240422,0.00284333,152.1379214,-4.479160733,152.1379206,-4.474993921,p
10275128-4354135,NGC 3256,156.96364,-43.90382,277.37244,11.72749,8.127,0.017,0.009459924,0.009703107,0.000625434,40.64989046,2.563390703,6,1,0,0,0,1080.7,32.5,921.2257846,2.0035E+39,0,0,1,0.00104745,0.00104745,0,156.9639049,-43.90398005,156.959664,-43.90405274,p
10301064-0309488,CGCG 009-062,157.54439,-3.16363,249.0145,44.42263,9.977,0.048,0.037969786,0.038069225,0.000500347,163.1259243,2.143977153,-4,0,7,367.8,7.642643522,0,0,425.06264,1.48869E+40,0.174277778,0.034805556,0,0.125236203,0.000616626,0.077040375,157.5400532,-3.177696914,157.5358293,-3.144367855,j
10325883+5644538,CGCG 290-048,158.24522,56.74823,152.97737,51.5311,10.615,0.04,0.044837904,0.046248937,0.000500347,199.36034,2.156791738,-5,0,8,515.8,9.194019796,0,0,596.1047028,3.1182E+40,0.20625,0.035305556,0,0.127867833,0.003542263,0,158.2642193,56.7338444,158.2857336,56.71260929,j
10360578+0006068,2MASX J10360578+0006068,159.02408,0.1019,247.04526,47.73735,11.696,0.086,0.096834128,0.101454172,0.000500347,454.4639459,2.241303777,6,0,2,544.6,14.08012784,0,0,629.3885637,1.71089E+41,0.041083333,0.029361111,0,0.018300276,0.006059907,0,159.0291187,0.100000056,159.020784,0.104166729,j
10393872+0510326,PKS 1037+05,159.91142,5.17568,241.97665,51.71465,11.548,0.073,0.067900637,0.069861338,0.000500347,306.2495235,2.193359011,98,0,2,461.3,14.59863007,0,0,533.1196189,6.58082E+40,0.039805556,0.025388889,0,0.028940458,0.000591916,0,159.899592,5.166741249,159.9079581,5.1750773,j
10431869+3131058,CGCG 154-041 NED01,160.82779,31.51835,196.22313,61.83103,11.339,0.044,0.035618147,0.036180626,0.000500347,154.8185844,2.141007636,-2,0,1,748.5,28.6,0,0,865.033676,2.72887E+40,0.006111111,0.006111111,0,0.001308641,0.001308641,0,160.8268447,31.519569,160.826897,31.51540242,p
10460990-2921094,2MASX J10460990-2921094,161.54134,-29.35268,272.64725,26.05194,11.251,0.079,0.05974162,0.060732011,0.000500347,264.5224888,2.179295571,-5,0,3,589.2,13.4792433,0,0,680.9323205,6.27095E+40,0.070833333,0.030083333,0,0.023125469,0.004040085,0,161.5248953,-29.33765064,161.5297384,-29.34176594,j
10461032+7321108,NGC 3343,161.5432,73.35307,134.29243,40.89599,9.681,0.035,0.021001298,0.021831661,0.000500347,92.42849589,2.118313895,-4,0,1,695.2,23.6,0,0,803.4354196,9.03373E+39,0.017638889,0.017638889,0,0.000680398,0.000680398,0,161.5467435,73.35287238,161.5332092,73.3573101,j
