SDSS luminosities of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (8) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The u-band luminosity, L_u, of the galaxy. 
Column 3: The uncertainty of L_u.
Column 4: The sources for the quoted values for L_g and their uncertainties.
Column 5: The g-band luminosity, L_g, of the galaxy.
Column 6: The uncertainty of L_g.
Column 7: The sources for the quoted values for L_g and their uncertainties. 
Column 8: The r-band luminosity, L_r, of the galaxy.
Column 9: The uncertainty of L_r.
Column 10: The sources for the quoted values for L_r and their uncertainties.
Column 11: The i-band luminosity, L_i, of the galaxy.
Column 12: The uncertainty of L_i.
Column 13: The sources for the quoted values for L_i and their uncertainties.
Column 14: The z-band luminosity, L_z, of the galaxy.
Column 15: The uncertainty of L_z.
Column 16: The sources for the quoted values for L_z and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------------------------------
  id   L_u    dL_u    s.        L_g    dL_g   s.        L_r    dL_r   s.       L_i    dL_i    s.       L_z    dL_z         s.
       [log(L_sun)]             [log(L_sun)]            [log(L_sun)]           [log(L_sun)]            [log(L_sun)]
-----------------------------------------------------------------------------------------------------------------------------
1322    9.32    0.00       1    9.56    0.00       1    9.68    0.00       1    9.78    0.00       1    9.88    0.00       1
1323    8.93    0.01       1    9.00    0.00       1    9.04    0.00       1    9.10    0.00       1    9.12    0.02       1
1324    9.86    0.00       1   10.07    0.00       1   10.19    0.00       1   10.30    0.00       1   10.43    0.00       1
1325    9.43    0.00       1    9.55    0.00       1    9.58    0.00       1    9.63    0.00       1    9.73    0.01       1
1326    9.94    0.00       1   10.17    0.00       1   10.30    0.00       1   10.40    0.00       1   10.51    0.00       1
1327    8.74    0.02       1    8.72    0.00       1    8.67    0.01       1    8.72    0.01       1    8.77    0.05       1
1328    9.32    0.00       1    9.51    0.00       1    9.61    0.00       1    9.71    0.00       1    9.82    0.00       1
1329   10.28    0.00       1   10.34    0.00       1   10.41    0.00       1   10.49    0.00       1   10.61    0.00       1
1330    9.77    0.00       1   10.02    0.00       1   10.15    0.00       1   10.25    0.00       1   10.38    0.00       1
1331    9.70    0.17    1002    9.84    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1332    9.42    0.00       1    9.60    0.00       1    9.72    0.00       1    9.81    0.00       1    9.93    0.01       1
1333    9.00    0.01       1    9.06    0.00       1    9.13    0.00       1    9.21    0.00       1    9.31    0.02       1
1334   10.05    0.00       1   10.31    0.00       1   10.45    0.00       1   10.55    0.00       1   10.66    0.00       1
1335    9.88    0.00       1   10.12    0.00       1   10.24    0.00       1   10.34    0.00       1   10.46    0.00       1
1336    9.44    0.00       1    9.64    0.00       1    9.75    0.00       1    9.85    0.00       1    9.97    0.00       1
1337    9.69    0.00       1    9.90    0.00       1   10.01    0.00       1   10.12    0.00       1   10.23    0.00       1
1338    9.37    0.00       1    9.56    0.00       1    9.68    0.00       1    9.78    0.00       1    9.90    0.00       1
1339    9.29    0.00       1    9.50    0.00       1    9.62    0.00       1    9.70    0.00       1    9.82    0.01       1
1340   10.06    0.00       1   10.33    0.00       1   10.47    0.00       1   10.58    0.00       1   10.72    0.00       1
1341    9.83    0.00       1   10.06    0.00       1   10.20    0.00       1   10.31    0.00       1   10.45    0.00       1
1342   10.10    0.00       1   10.39    0.00       1   10.54    0.00       1   10.65    0.00       1   10.76    0.00       1
1343    9.41    0.00       1    9.60    0.00       1    9.72    0.00       1    9.81    0.00       1    9.93    0.00       1
1344    9.03    0.00       1    9.21    0.00       1    9.30    0.00       1    9.39    0.00       1    9.50    0.01       1
1345    9.79    0.00       1   10.05    0.00       1   10.18    0.00       1   10.29    0.00       1   10.41    0.00       1
1346    9.58    0.00       1    9.83    0.00       1    9.95    0.00       1   10.05    0.00       1   10.16    0.00       1
1347    9.65    0.00       1    9.90    0.00       1   10.04    0.00       1   10.15    0.00       1   10.28    0.00       1
1348    9.84    0.00       1   10.11    0.00       1   10.24    0.00       1   10.35    0.00       1   10.47    0.00       1
1349    8.96    0.00       1    9.18    0.00       1    9.29    0.00       1    9.39    0.00       1    9.51    0.01       1
1350    8.83    0.00       1    9.08    0.00       1    9.18    0.00       1    9.13    0.00       1    9.38    0.01       1
1351    9.08    0.00       1    9.32    0.00       1    9.48    0.00       1    9.59    0.00       1    9.72    0.00       1
1352    9.68    0.00       1    9.92    0.00       1   10.04    0.00       1   10.14    0.00       1   10.25    0.00       1
1353    9.89    0.00       1   10.07    0.00       1   10.17    0.00       1   10.26    0.00       1   10.37    0.00       1
1354    9.74    0.00       1    9.96    0.00       1   10.08    0.00       1   10.19    0.00       1   10.30    0.00       1
1355    9.64    0.00       1    9.95    0.00       1   10.10    0.00       1   10.20    0.00       1   10.31    0.00       1
1356    9.48    0.00       1    9.65    0.00       1    9.74    0.00       1    9.83    0.00       1    9.95    0.01       1
1357    9.49    0.00       1    9.67    0.00       1    9.79    0.00       1    9.88    0.00       1    9.98    0.00       1
1358   10.01    0.00       1   10.25    0.00       1   10.40    0.00       1   10.50    0.00       1   10.61    0.00       1
1359    9.45    0.00       1    9.67    0.00       1    9.79    0.00       1    9.89    0.00       1   10.01    0.00       1
1360    9.24    0.00       1    9.49    0.00       1    9.63    0.00       1    9.71    0.00       1    9.83    0.01       1
1361    9.35    0.00       1    9.57    0.00       1    9.69    0.00       1    9.79    0.00       1    9.90    0.00       1
1362    8.62    0.01       1    8.73    0.00       1    8.80    0.00       1    8.88    0.00       1    8.95    0.03       1
1363    9.26    0.00       1    9.47    0.00       1    9.58    0.00       1    9.68    0.00       1    9.79    0.01       1
1364    6.78    0.66       1    8.25    0.01       1    8.33    0.00       1    8.41    0.01       1    6.68    1.66       1
1365    9.22    0.00       1    9.50    0.00       1    9.64    0.00       1    9.72    0.00       1    9.82    0.01       1
1366    9.63    0.00       1    9.89    0.00       1   10.03    0.00       1   10.15    0.00       1   10.26    0.00       1
1367    9.84    0.00       1   10.09    0.00       1   10.23    0.00       1   10.33    0.00       1   10.44    0.00       1
1368    6.93    0.00       1    8.35    0.00       1    8.45    0.00       1    8.53    0.00       1    8.39    0.00       1
1369    9.28    0.00       1    9.46    0.00       1    9.57    0.00       1    9.66    0.00       1    9.78    0.01       1
1370    9.88    0.00       1   10.10    0.00       1   10.23    0.00       1   10.33    0.00       1   10.46    0.00       1
1371    9.47    0.00       1    9.91    0.00       1   10.05    0.00       1   10.09    0.00       1   10.20    0.00       1
1372    9.86    0.00       1   10.07    0.00       1   10.19    0.00       1   10.30    0.00       1   10.42    0.00       1
1373    9.70    0.00       1    9.93    0.00       1   10.07    0.00       1   10.18    0.00       1   10.30    0.00       1
1374    8.94    0.00       1    9.10    0.00       1    9.21    0.00       1    9.28    0.00       1    9.39    0.01       1
1375   10.61    0.00       1   10.86    0.00       1   10.99    0.00       1   11.11    0.00       1   11.24    0.00       1
1376    7.95    0.01       1    8.40    0.00       1    8.49    0.00       1    8.58    0.00       1    8.63    0.02       1
1377    7.86    0.01       1    8.13    0.01       1    8.28    0.00       1    8.41    0.00       1    8.51    0.02       1
1378    9.59    0.00       1    9.84    0.00       1    9.98    0.00       1   10.08    0.00       1   10.21    0.00       1
1379    8.50    0.01       1    8.60    0.00       1    8.69    0.00       1    8.78    0.00       1    8.87    0.02       1
1380    9.40    0.00       1    9.65    0.00       1    9.77    0.00       1    9.85    0.00       1    9.95    0.01       1
1381    9.29    0.00       1    9.50    0.00       1    9.61    0.00       1    9.70    0.00       1    9.82    0.01       1
1382    9.20    0.00       1    9.40    0.00       1    9.54    0.00       1    9.63    0.00       1    9.76    0.01       1
1383    9.33    0.00       1    9.55    0.00       1    9.67    0.00       1    9.76    0.00       1    9.88    0.00       1
1384   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1385    9.45    0.00       1    9.68    0.00       1    9.81    0.00       1    9.75    0.00       1   10.03    0.00       1
1386    8.09    0.02       1    8.22    0.01       1    8.29    0.00       1    8.36    0.01       1    8.48    0.05       1
1387    9.18    0.00       1    9.37    0.00       1    9.48    0.00       1    9.56    0.00       1    9.68    0.01       1
1388    9.80    0.00       1    9.99    0.00       1   10.12    0.00       1   10.22    0.00       1   10.34    0.00       1
1389    9.54    0.00       1    9.75    0.00       1    9.88    0.00       1    9.96    0.00       1   10.08    0.00       1
1390    9.55    0.00       1    9.81    0.00       1    9.94    0.00       1   10.03    0.00       1   10.16    0.00       1
1391    8.47    0.01       1    8.69    0.00       1    8.78    0.00       1    8.85    0.00       1    8.94    0.03       1
1392    9.96    0.00       1   10.16    0.00       1   10.28    0.00       1   10.38    0.00       1   10.49    0.00       1
1393    7.70    0.06       1    7.69    0.02       1    7.72    0.01       1    7.76    0.02       1    7.78    0.14       1
1394    8.51    0.31       1    8.22    0.04       1    8.28    0.04       1    8.23    0.06       1    8.12    0.78       1
1395    9.12    0.00       1    9.30    0.00       1    9.43    0.00       1    9.51    0.00       1    9.64    0.01       1
1396    8.61    0.01       1    8.73    0.00       1    8.82    0.00       1    8.89    0.00       1    8.99    0.03       1
1397    7.66    0.05       1    7.77    0.02       1    7.84    0.02       1    7.86    0.02       1    8.05    0.13       1
1398    8.51    0.02       1    8.57    0.00       1    8.65    0.00       1    8.74    0.00       1    8.81    0.04       1
1399    9.39    0.00       1    9.63    0.00       1    9.75    0.00       1    9.85    0.00       1    9.98    0.00       1
1400    8.27    0.02       1    8.38    0.01       1    8.49    0.00       1    8.57    0.00       1    8.67    0.04       1
1401    9.82    0.00       1   10.06    0.00       1   10.20    0.00       1   10.30    0.00       1   10.44    0.00       1
1402    9.49    0.00       1    9.67    0.00       1    9.79    0.00       1    9.87    0.00       1   10.00    0.01       1
1403   10.07    0.00       1   10.33    0.00       1   10.48    0.00       1   10.57    0.00       1   10.70    0.00       1
1404    8.78    0.01       1    8.83    0.00       1    8.91    0.00       1    8.98    0.00       1    9.06    0.03       1
1405    8.89    0.01       1    8.98    0.00       1    9.06    0.00       1    9.13    0.00       1    9.23    0.02       1
1406    7.92    0.02       1    7.59    0.02       1    8.05    0.01       1    8.20    0.01       1    8.39    0.05       1
1407    9.85    0.00       1   10.09    0.00       1   10.21    0.00       1   10.30    0.00       1   10.41    0.00       1
1408    9.38    0.00       1    9.57    0.00       1    9.65    0.00       1    9.73    0.00       1    9.83    0.01       1
1409    9.35    0.00       1    9.54    0.00       1    9.66    0.00       1    9.75    0.00       1    9.87    0.00       1
1410    9.58    0.00       1    9.82    0.00       1    9.93    0.00       1   10.03    0.00       1   10.15    0.00       1
1411    8.97    0.00       1    9.32    0.00       1    9.44    0.00       1    9.54    0.00       1    9.66    0.00       1
1412    9.56    0.00       1    9.81    0.00       1    9.94    0.00       1   10.05    0.00       1   10.19    0.00       1
1413   10.75    0.00       1   11.07    0.00       1   11.21    0.00       1   11.27    0.00       1   11.42    0.00       1
1414    9.50    0.00       1    9.79    0.00       1    9.90    0.00       1   10.01    0.00       1   10.11    0.00       1
1415    9.33    0.00       1    9.48    0.00       1    9.58    0.00       1    9.67    0.00       1    9.78    0.01       1
1416    8.79    0.00       1    8.92    0.00       1    9.02    0.00       1    9.10    0.00       1    9.20    0.01       1
1417    8.41    0.04       1    8.36    0.01       1    8.50    0.01       1    8.55    0.01       1    8.56    0.10       1
1418    9.48    0.00       1    9.71    0.00       1    9.83    0.00       1    9.93    0.00       1   10.05    0.00       1
1419    9.61    0.00       1    9.84    0.00       1    9.95    0.00       1   10.06    0.00       1   10.18    0.00       1
1420    9.34    0.00       1    9.53    0.00       1    9.63    0.00       1    9.69    0.00       1    9.79    0.00       1
1421    7.67    0.04       1    7.85    0.01       1    7.86    0.01       1    7.91    0.01       1    8.05    0.09       1
1422    9.36    0.00       1    9.59    0.00       1    9.71    0.00       1    9.81    0.00       1    9.93    0.00       1
1423    8.07    0.02       1    7.85    0.01       1    7.91    0.01       1    8.21    0.00       1    8.28    0.04       1
1424    9.97    0.00       1   10.19    0.00       1   10.30    0.00       1   10.41    0.00       1   10.53    0.00       1
1425   10.36    0.00       1   10.62    0.00       1   10.76    0.00       1   10.86    0.00       1   11.00    0.00       1
1426    9.60    0.00       1    9.84    0.00       1    9.95    0.00       1   10.05    0.00       1   10.16    0.00       1
1427    8.83    0.01       1    9.05    0.00       1    9.13    0.00       1    9.21    0.00       1    9.32    0.02       1
1428    8.15    0.04       1    8.35    0.01       1    8.38    0.01       1    8.40    0.02       1    8.56    0.09       1
1429    9.40    0.00       1    9.57    0.00       1    9.64    0.00       1    9.73    0.00       1    9.82    0.01       1
1430    9.56    0.00       1    9.81    0.00       1    9.94    0.00       1   10.04    0.00       1   10.15    0.00       1
1431    6.12    0.04       1    7.85    0.01       1    7.75    0.01       1    7.83    0.01       1    7.97    0.10       1
1432    8.92    0.00       1    9.08    0.00       1    9.16    0.00       1    9.24    0.00       1    9.34    0.01       1
1433    9.69    0.00       1    9.94    0.00       1   10.06    0.00       1   10.15    0.00       1   10.28    0.00       1
1434    7.35    0.08       1    7.46    0.02       1    7.77    0.01       1    7.85    0.02       1    7.67    0.21       1
1435    9.03    0.01       1    9.11    0.00       1    9.19    0.00       1    9.26    0.00       1    9.37    0.02       1
1436    8.27    0.01       1    8.51    0.00       1    8.58    0.00       1    8.66    0.00       1    8.77    0.03       1
1437    9.48    0.00       1    9.67    0.00       1    9.79    0.00       1    9.88    0.00       1   10.00    0.01       1
1438    7.73    0.05       1    7.95    0.01       1    7.98    0.01       1    8.06    0.01       1    8.08    0.12       1
1439    9.43    0.00       1    9.67    0.00       1    9.78    0.00       1    9.87    0.00       1    9.99    0.00       1
1440    9.53    0.00       1    9.79    0.00       1    9.89    0.00       1    9.97    0.00       1   10.09    0.00       1
1441   10.01    0.00       1   10.23    0.00       1   10.36    0.00       1   10.45    0.00       1   10.58    0.00       1
1442    9.33    0.00       1    9.55    0.00       1    9.65    0.00       1    9.74    0.00       1    9.86    0.01       1
1443    8.07    0.02       1    8.38    0.01       1    8.45    0.01       1    8.54    0.01       1    8.65    0.05       1
1444    8.88    0.01       1    9.04    0.00       1    9.13    0.00       1    9.17    0.00       1    9.29    0.03       1
1445    8.91    0.01       1    9.05    0.00       1    9.13    0.00       1    9.19    0.00       1    9.28    0.02       1
1446    9.63    0.00       1    9.84    0.00       1    9.93    0.00       1   10.03    0.00       1   10.13    0.00       1
1447    8.08    0.03       1    8.17    0.01       1    8.22    0.01       1    8.18    0.01       1    8.36    0.07       1
1448    7.89    0.06       1    7.90    0.02       1    7.96    0.01       1    8.01    0.02       1    8.01    0.16       1
1449    9.61    0.00       1    9.86    0.00       1    9.95    0.00       1   10.07    0.00       1   10.15    0.00       1
1450    9.91    0.00       1   10.09    0.00       1   10.20    0.00       1   10.31    0.00       1   10.43    0.00       1
1451    9.68    0.00       1    9.91    0.00       1   10.04    0.00       1   10.14    0.00       1   10.26    0.00       1
1452    8.58    0.00       1    8.77    0.00       1    8.87    0.00       1    8.95    0.00       1    9.07    0.00       1
1453    9.74    0.00       1    9.99    0.00       1   10.10    0.00       1   10.19    0.00       1   10.31    0.00       1
1454    9.88    0.00       1   10.11    0.00       1   10.24    0.00       1   10.35    0.00       1   10.47    0.00       1
1455    9.72    0.00       1    9.92    0.00       1   10.03    0.00       1   10.12    0.00       1   10.25    0.00       1
1456    9.37    0.00       1    9.57    0.00       1    9.69    0.00       1    9.78    0.00       1    9.90    0.00       1
1457    9.86    0.00       1   10.11    0.00       1   10.24    0.00       1   10.35    0.00       1   10.49    0.00       1
1458    9.94    0.00       1   10.23    0.00       1   10.36    0.00       1   10.47    0.00       1   10.59    0.00       1
1459    9.99    0.00       1   10.22    0.00       1   10.35    0.00       1   10.44    0.00       1   10.58    0.00       1
1460   10.22    0.00       1   10.48    0.00       1   10.60    0.00       1   10.71    0.00       1   10.84    0.00       1
1461    9.68    0.00       1    9.91    0.00       1   10.03    0.00       1   10.12    0.00       1   10.24    0.00       1
1462    9.54    0.00       1    9.69    0.00       1    9.78    0.00       1    9.86    0.00       1    9.98    0.01       1
1463    9.53    0.00       1    9.75    0.00       1    9.85    0.00       1    9.94    0.00       1   10.05    0.00       1
1464    9.55    0.00       1    9.77    0.00       1    9.87    0.00       1    9.97    0.00       1   10.08    0.00       1
1465    9.97    0.00       1   10.21    0.00       1   10.34    0.00       1   10.45    0.00       1   10.57    0.00       1
1466    9.54    0.00       1    9.79    0.00       1    9.90    0.00       1    9.99    0.00       1   10.11    0.00       1
1467   10.03    0.00       1   10.28    0.00       1   10.40    0.00       1   10.51    0.00       1   10.62    0.00       1
1468   10.05    0.00       1   10.33    0.00       1   10.50    0.00       1   10.62    0.00       1   10.76    0.00       1
1469    9.62    0.00       1    9.82    0.00       1    9.92    0.00       1   10.00    0.00       1   10.12    0.01       1
1470    9.76    0.00       1   10.05    0.00       1   10.18    0.00       1   10.28    0.00       1   10.40    0.00       1
1471    9.40    0.00       1    9.60    0.00       1    9.71    0.00       1    9.79    0.00       1    9.90    0.01       1
1472    9.64    0.00       1    9.87    0.00       1   10.00    0.00       1   10.10    0.00       1   10.23    0.00       1
1473   10.38    0.00       1   10.66    0.00       1   10.81    0.00       1   10.92    0.00       1   11.04    0.00       1
1474   10.03    0.00       1   10.31    0.00       1   10.47    0.00       1   10.59    0.00       1   10.74    0.00       1
1475   10.03    0.00       1   10.28    0.00       1   10.42    0.00       1   10.53    0.00       1   10.68    0.00       1
1476    9.87    0.00       1   10.05    0.00       1   10.19    0.00       1   10.28    0.00       1   10.43    0.00       1
1477    9.79    0.00       1    9.98    0.00       1   10.09    0.00       1   10.18    0.00       1   10.30    0.00       1
1478    9.65    0.00       1    9.85    0.00       1    9.99    0.00       1   10.10    0.00       1   10.23    0.00       1
1479    9.64    0.00       1    9.82    0.00       1    9.92    0.00       1   10.00    0.00       1   10.12    0.01       1
1480    9.67    0.00       1    9.89    0.00       1   10.02    0.00       1   10.11    0.00       1   10.23    0.00       1
1481   10.11    0.00       1   10.38    0.00       1   10.51    0.00       1   10.60    0.00       1   10.71    0.00       1
1482    9.72    0.00       1    9.90    0.00       1   10.01    0.00       1   10.09    0.00       1   10.21    0.00       1
1483   10.27    0.00       1   10.50    0.00       1   10.61    0.00       1   10.69    0.00       1   10.80    0.00       1
1484    9.79    0.00       1   10.01    0.00       1   10.14    0.00       1   10.23    0.00       1   10.37    0.00       1
1485    9.90    0.00       1   10.06    0.00       1   10.18    0.00       1   10.27    0.00       1   10.39    0.00       1
1486    9.73    0.00       1    9.97    0.00       1   10.10    0.00       1   10.20    0.00       1   10.33    0.00       1
1487    9.76    0.00       1   10.01    0.00       1   10.13    0.00       1   10.23    0.00       1   10.35    0.00       1
1488   10.57    0.17    1012   10.82    0.17    1012   10.83    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1489    9.61    0.00       1    9.82    0.00       1    9.91    0.00       1    9.99    0.00       1   10.10    0.01       1
1490    9.78    0.00       1   10.00    0.00       1   10.13    0.00       1   10.24    0.00       1   10.36    0.00       1
1491    9.76    0.00       1    9.94    0.00       1   10.05    0.00       1   10.15    0.00       1   10.25    0.00       1
1492   10.41    0.00       1   10.66    0.00       1   10.80    0.00       1   10.91    0.00       1   11.01    0.00       1
1493    9.44    0.00       1    9.55    0.00       1    9.64    0.00       1    9.71    0.00       1    9.82    0.01       1
1494   10.35    0.00       1   10.59    0.00       1   10.73    0.00       1   10.84    0.00       1   10.95    0.00       1
1495    9.68    0.00       1    9.96    0.00       1   10.11    0.00       1   10.21    0.00       1   10.35    0.00       1
1496    9.42    0.00       1    9.62    0.00       1    9.72    0.00       1    9.81    0.00       1    9.92    0.01       1
1497    9.94    0.00       1   10.19    0.00       1   10.34    0.00       1   10.44    0.00       1   10.58    0.00       1
1498   10.33    0.00       1   10.61    0.00       1   10.74    0.00       1   10.84    0.00       1   10.96    0.00       1
1499    8.30    0.17    1002    8.31    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1500    8.85    0.17    1002    8.91    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1501    9.12    0.17    1002    9.21    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1502    9.09    0.17    1002    9.18    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1503    9.38    0.00       1    9.60    0.00       1    9.70    0.00       1    9.81    0.00       1    9.91    0.00       1
1504    5.95    1.22    1002    5.74    0.68    1002    5.76    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1505    9.77    0.00       1    9.91    0.00       1   10.01    0.00       1   10.09    0.00       1   10.18    0.00       1
1506   10.04    0.00       1   10.28    0.00       1   10.39    0.00       1   10.51    0.00       1   10.62    0.00       1
1507   10.73    0.17    1012   11.00    0.17    1012   11.11    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1508    9.35    0.00       1    9.67    0.00       1    9.62    0.00       1    9.71    0.00       1    9.81    0.00       1
1509    9.83    0.00       1   10.07    0.00       1   10.19    0.00       1   10.31    0.00       1   10.43    0.00       1
1510   10.22    0.00       1   10.45    0.00       1   10.57    0.00       1   10.68    0.00       1   10.81    0.00       1
1511    9.54    0.00       1    9.76    0.00       1    9.88    0.00       1   10.00    0.00       1   10.10    0.00       1
1512   10.22    0.00       1   10.45    0.00       1   10.59    0.00       1   10.76    0.00       1   10.86    0.00       1
1513    9.51    0.00       1    9.70    0.00       1    9.80    0.00       1    9.88    0.00       1    9.98    0.00       1
1514    9.36    0.00       1    9.52    0.00       1    9.61    0.00       1    9.71    0.00       1    9.81    0.00       1
1515    9.18    0.00       1    9.24    0.00       1    9.31    0.00       1    9.42    0.00       1    9.53    0.00       1
1516    9.35    0.00       1    9.57    0.00       1    9.68    0.00       1    9.80    0.00       1    9.89    0.00       1
1517    4.56    1.22    1002    4.21    0.68    1002    4.35    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1518    3.44    1.22    1002    2.98    0.68    1002    2.91    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1519    5.50    1.22    1002    5.25    0.68    1002    5.48    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1520    9.55    0.00       1    9.83    0.00       1    9.99    0.00       1   10.12    0.00       1   10.25    0.00       1
1521    9.89    0.00       1   10.19    0.00       1   10.33    0.00       1   10.46    0.00       1   10.56    0.00       1
1522    9.53    0.00       1    9.74    0.00       1    9.85    0.00       1    9.96    0.00       1   10.06    0.00       1
1523    9.55    0.00       1    9.76    0.00       1    9.90    0.00       1   10.02    0.00       1   10.09    0.00       1
1524    9.93    0.00       1   10.19    0.00       1   10.32    0.00       1   10.45    0.00       1   10.55    0.00       1
1525    9.35    0.00       1    9.50    0.00       1    9.59    0.00       1    9.68    0.00       1    9.77    0.00       1
1526    9.44    0.00       1    9.60    0.00       1    9.69    0.00       1    9.80    0.00       1    9.88    0.00       1
1527   10.24    0.17    1012   10.46    0.17    1012   10.51    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1528    9.73    0.00       1    9.99    0.00       1   10.12    0.00       1   10.24    0.00       1   10.35    0.00       1
1529   10.22    0.00       1   10.45    0.00       1   10.55    0.00       1   10.72    0.00       1   10.78    0.00       1
1530   10.16    0.00       1    9.98    0.00       1   10.10    0.00       1   10.22    0.00       1   10.28    0.00       1
1531    9.65    0.00       1    9.76    0.00       1    9.83    0.00       1    9.91    0.00       1    9.99    0.00       1
1532    9.96    0.00       1   10.17    0.00       1   10.27    0.00       1   10.37    0.00       1   10.47    0.00       1
1533    9.39    0.00       1    9.57    0.00       1    9.68    0.00       1    9.77    0.00       1    9.86    0.00       1
1534    9.98    0.00       1   10.20    0.00       1   10.31    0.00       1   10.43    0.00       1   10.52    0.00       1
1535    9.21    0.00       1    9.39    0.00       1    9.51    0.00       1    9.60    0.00       1    9.69    0.00       1
1536    9.91    0.00       1   10.14    0.00       1   10.28    0.00       1   10.40    0.00       1   10.48    0.00       1
1537    9.38    0.00       1    9.34    0.00       1    9.40    0.00       1    9.48    0.00       1    9.60    0.00       1
1538    9.54    0.00       1    9.95    0.00       1   10.08    0.00       1   10.22    0.00       1   10.31    0.00       1
1539    9.22    0.00       1    9.43    0.00       1    9.57    0.00       1    9.68    0.00       1    9.80    0.00       1
1540    9.50    0.00       1    9.69    0.00       1    9.78    0.00       1    9.87    0.00       1    9.95    0.00       1
1541   10.08    0.00       1   10.34    0.00       1   10.48    0.00       1   10.60    0.00       1   10.71    0.00       1
1542    9.76    0.00       1   10.00    0.00       1   10.11    0.00       1   10.23    0.00       1   10.34    0.00       1
1543   10.09    0.00       1   10.35    0.00       1   10.48    0.00       1   10.62    0.00       1   10.73    0.00       1
1544    9.56    0.00       1    9.81    0.00       1    9.93    0.00       1   10.04    0.00       1   10.14    0.00       1
1545    9.48    0.00       1    9.71    0.00       1    9.84    0.00       1    9.96    0.00       1   10.08    0.00       1
1546    9.87    0.17    1002   10.03    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1547   10.39    0.17    1012   10.63    0.17    1012   10.75    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1548    9.73    0.00       1    9.89    0.00       1   10.02    0.00       1   10.17    0.00       1   10.27    0.00       1
1549    9.68    0.00       1    9.82    0.00       1    9.88    0.00       1    9.99    0.00       1   10.06    0.00       1
1550    6.00    1.22    1002    5.79    0.68    1002    6.27    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1551    9.60    0.00       1    9.84    0.00       1    9.94    0.00       1   10.04    0.00       1   10.13    0.00       1
1552    9.78    0.00       1   10.02    0.00       1   10.17    0.00       1   10.26    0.00       1   10.37    0.00       1
1553    9.20    0.00       1    9.37    0.00       1    9.46    0.00       1    9.54    0.00       1    9.63    0.00       1
1554    9.39    0.00       1    9.63    0.00       1    9.76    0.00       1    9.89    0.00       1    9.98    0.00       1
1555    9.75    0.00       1    9.84    0.00       1    9.93    0.00       1   10.02    0.00       1   10.12    0.00       1
1556    9.47    0.00       1    9.64    0.00       1    9.76    0.00       1    9.87    0.00       1    9.97    0.00       1
1557    9.44    0.00       1    9.54    0.00       1    9.65    0.00       1    9.75    0.00       1    9.88    0.00       1
1558    6.85    1.22    1002    6.72    0.68    1002    6.47    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1559    8.83    0.17    1002    8.89    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1560    9.52    0.00       1    9.71    0.00       1    9.83    0.00       1    9.93    0.00       1   10.04    0.00       1
1561    6.91    1.22    1002    6.78    0.68    1002    7.19    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1562    9.77    0.00       1   10.06    0.00       1   10.21    0.00       1   10.31    0.00       1   10.43    0.00       1
1563    4.12    1.22    1002    3.73    0.68    1002    5.37    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1564   10.05    0.00       1   10.34    0.00       1   10.46    0.00       1   10.58    0.00       1   10.64    0.00       1
1565    9.71    0.17    1002    9.86    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1566   10.53    0.17    1012   10.78    0.17    1012   10.88    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1567    9.16    0.17    1002    9.25    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1568   10.00    0.17    1012   10.21    0.17    1012   10.32    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
