SDSS colours of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (13) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalogue.
Column 2: The (u-g)-colour of the galaxy, corrected for extinction and redshift. 
Column 3: The uncertainty of (u-g). The uncertainty, if available, comes from the same source as (U-B) itself.
Column 4: The sources for (u-g) and its uncertainty.
Column 5: The (g-r)-colour of the galaxy, corrected for extinction and redshift. 
Column 6: The uncertainty of (g-r). The uncertainty, if available, comes from the same source as (g-r) itself.
Column 7: The sources for (g-r) and its uncertainty.
Column 8: The (g-i)-colour of the galaxy, corrected for extinction and redshift. 
Column 9: The uncertainty of (g-i). The uncertainty, if available, comes from the same source as (V-I) itself.
Column 10: The sources for $(g-i)$ and its uncertainty.
Column 11: The (g-z)-colour of the galaxy, corrected for extinction and redshift. 
Column 12: The uncertainty of (g-z). The uncertainty, if available, comes from the same source as (V-I) itself.
Column 13: The sources for $(g-z)$ and its uncertainty.

For a detailed description of the data in this table, see Section (6) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------
  id   (u-g)  d(u-g)       s.  (g-r)  d(g-r)       s.  (g-i)  d(g-i)       s.  (g-z)  d(g-z)       s.
       [mag]                   [mag]                   [mag]                   [mag]   
-----------------------------------------------------------------------------------------------------
 807    1.64    0.01       1    0.68    0.00       1    1.00    0.00       1    1.15    0.00       1
 808    1.45    0.02       1    0.62    0.00       1    0.92    0.00       1    1.14    0.01       1
 809    1.62    0.01       1    0.61    0.00       1    0.95    0.00       1    1.07    0.00       1
 810    1.36    0.01       1    0.58    0.00       1    0.84    0.00       1    1.05    0.01       1
 811   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 812    1.82    0.00       1    0.77    0.00       1    1.15    0.00       1    1.42    0.00       1
 813    1.64    0.01       1    0.67    0.00       1    0.97    0.00       1    1.11    0.01       1
 814    1.83    0.00       1    0.76    0.00       1    1.16    0.00       1    1.40    0.00       1
 815    1.82    0.00       1    0.78    0.00       1    1.18    0.00       1    1.43    0.00       1
 816    1.90    0.00       1    0.78    0.00       1    1.15    0.00       1    1.44    0.00       1
 817    1.32    0.18       1    0.51    0.03       1    0.73    0.03       1    0.98    0.06       1
 818    1.95    0.00       1    0.79    0.00       1    1.21    0.00       1    1.51    0.00       1
 819    2.34    0.19       1    0.63    0.01       1    0.87    0.01       1    0.91    0.03       1
 820    1.86    0.00       1    0.89    0.00       1    1.31    0.00       1    1.58    0.00       1
 821    1.67    0.01       1    0.71    0.00       1    1.07    0.00       1    1.33    0.00       1
 822   -9.99   -9.99       0    0.62    0.24       1    1.21    0.23       1   -9.99   -9.99       0
 823   -9.99   -9.99       0    0.38    0.05       1    0.66    0.05       1    0.59    0.18       1
 824   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 825    0.45    0.33       1    0.58    0.12       1    0.82    0.14       1    0.97    0.32       1
 826   -9.99   -9.99       0    0.35    0.16       1    0.68    0.16       1   -9.99   -9.99       0
 827    1.17    0.49       1    0.54    0.10       1    0.96    0.10       1    0.93    0.26       1
 828    1.53    0.01       1    0.65    0.00       1    0.95    0.00       1    1.19    0.01       1
 829    1.47    0.02       1    0.63    0.00       1    0.95    0.00       1    1.09    0.01       1
 830   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 831    1.42    0.03       1    0.63    0.00       1    0.95    0.00       1    1.13    0.01       1
 832    1.86    0.00       1    0.81    0.00       1    1.29    0.00       1    1.51    0.00       1
 833   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 834   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 835   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 836   -9.99   -9.99       0   -0.18    0.28       1   -0.05    0.34       1   -9.99   -9.99       0
 837    1.22    0.11       1    0.58    0.02       1    0.87    0.03       1    1.22    0.04       1
 838    1.83    0.00       1    0.74    0.00       1    1.13    0.00       1    1.40    0.00       1
 839   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 840   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 841    1.73    0.00       1    0.73    0.00       1    1.15    0.00       1    1.40    0.00       1
 842    1.60    0.01       1    0.64    0.00       1    1.01    0.00       1    1.27    0.00       1
 843   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 844   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 845    1.39    0.01       1    0.56    0.00       1    0.86    0.00       1    0.99    0.00       1
 846    1.82    0.46       1    0.54    0.04       1    0.85    0.05       1    1.15    0.11       1
 847    1.73    0.00       1    0.68    0.00       1    1.03    0.00       1    1.31    0.00       1
 848   -9.99   -9.99       0    0.64    0.27       1    0.75    0.30       1   -9.99   -9.99       0
 849   -9.99   -9.99       0    0.61    0.07       1    0.87    0.08       1    0.53    0.28       1
 850   -9.99   -9.99       0    0.77    0.12       1    0.86    0.13       1    0.67    0.37       1
 851   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 852   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 853    1.30    0.05       1    0.62    0.01       1    0.91    0.01       1    1.02    0.02       1
 854   -9.99   -9.99       0    0.56    0.04       1    0.75    0.04       1    0.90    0.10       1
 855    1.46    0.04       1    0.57    0.01       1    0.95    0.01       1    0.93    0.01       1
 856    0.98    0.05       1    0.38    0.01       1    0.55    0.02       1    0.64    0.04       1
 857   -9.99   -9.99       0    0.52    0.08       1    0.93    0.08       1    0.93    0.19       1
 858    1.59    0.08       1    0.61    0.01       1    0.95    0.01       1    1.13    0.02       1
 859    1.74    0.00       1    0.71    0.00       1    1.06    0.00       1    1.41    0.00       1
 860    5.15    0.12       1    0.06    0.01       1    0.09    0.02       1    1.02    0.04       1
 861   -9.99   -9.99       0    0.63    0.06       1    0.83    0.06       1    0.73    0.14       1
 862   -9.99   -9.99       0    0.56    0.48       1    1.91    0.42       1   -9.99   -9.99       0
 863   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 864    0.78    0.15       1    0.54    0.06       1    0.69    0.05       1    1.19    0.09       1
 865    1.45    0.04       1    0.66    0.01       1    0.99    0.01       1    1.09    0.02       1
 866    1.30    0.60       1    0.55    0.12       1    0.86    0.12       1    0.41    0.35       1
 867    1.19    0.08       1    0.49    0.01       1    0.68    0.01       1    0.81    0.04       1
 868    1.50    0.04       1    0.59    0.01       1    0.86    0.01       1    1.01    0.02       1
 869    1.72    0.03       1    0.60    0.01       1    0.90    0.01       1    0.99    0.02       1
 870    0.45    0.38       1    0.81    0.13       1    0.84    0.14       1    1.06    0.26       1
 871    1.49    0.09       1    0.64    0.01       1    0.93    0.01       1    1.07    0.03       1
 872    0.97    0.19       1    0.51    0.05       1    0.76    0.04       1    0.94    0.10       1
 873   -9.99   -9.99       0   -0.10    0.17       1    0.69    0.13       1   -9.99   -9.99       0
 874   -9.99   -9.99       0    0.42    0.14       1    0.69    0.14       1   -9.99   -9.99       0
 875   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 876   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 877    1.10    0.54       1    0.33    0.12       1    0.49    0.14       1    1.43    0.20       1
 878   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 879   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 880   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 881    1.67    0.20       1    0.55    0.03       1    0.82    0.03       1    0.76    0.07       1
 882   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 883   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 884   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 885   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 886    1.84    0.02       1    0.73    0.00       1    1.09    0.00       1    1.42    0.00       1
 887   -9.99   -9.99       0    0.50    0.21       1    1.19    0.19       1   -9.99   -9.99       0
 888    1.58    0.01       1    0.65    0.00       1    0.95    0.00       1    1.07    0.00       1
 889    1.05    0.25       1    0.55    0.05       1    0.58    0.06       1    0.92    0.13       1
 890    1.44    0.03       1    0.60    0.00       1    0.89    0.00       1    1.02    0.01       1
 891    1.16    0.17       1    0.50    0.04       1    0.69    0.04       1    1.00    0.09       1
 892   -9.99   -9.99       0    0.37    0.16       1    1.11    0.13       1   -9.99   -9.99       0
 893   -9.99   -9.99       0   -9.99   -9.99       0    1.25    0.54       1   -9.99   -9.99       0
 894   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 895   -9.99   -9.99       0   -0.67    0.28       1    0.97    0.12       1   -9.99   -9.99       0
 896    1.93    0.29       1    0.57    0.03       1    0.77    0.03       1    0.98    0.07       1
 897    1.40    0.02       1    0.58    0.00       1    0.87    0.00       1    1.08    0.00       1
 898    0.73    0.38       1    0.74    0.08       1    0.67    0.08       1    0.93    0.21       1
 899    1.57    0.01       1    0.55    0.00       1    0.84    0.00       1    0.96    0.00       1
 900   -9.99   -9.99       0    0.33    0.14       1    0.27    0.17       1    0.23    0.49       1
 901    1.85    0.00       1    0.72    0.00       1    1.15    0.00       1    1.34    0.00       1
 902    0.63    0.15       1    0.49    0.05       1    0.84    0.06       1    1.23    0.10       1
 903   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 904   -9.99   -9.99       0    0.62    0.11       1    0.78    0.13       1    0.95    0.34       1
 905   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 906    1.63    0.03       1    0.59    0.00       1    0.86    0.00       1    0.97    0.01       1
 907   -9.99   -9.99       0    0.57    0.04       1    0.90    0.04       1    0.67    0.11       1
 908   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 909    1.20    0.16       1    0.46    0.05       1    0.58    0.04       1    0.83    0.08       1
 910   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 911    1.40    0.10       1    0.54    0.01       1    0.83    0.01       1    1.07    0.04       1
 912    1.42    0.10       1    0.60    0.01       1    0.88    0.01       1    1.03    0.03       1
 913   -9.99   -9.99       0    0.48    0.04       1    0.83    0.04       1   -9.99   -9.99       0
 914   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 915   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 916    1.73    0.00       1    0.67    0.00       1    1.04    0.00       1    1.37    0.00       1
 917   -9.99   -9.99       0    0.54    0.16       1    0.34    0.23       1   -9.99   -9.99       0
 918   -9.99   -9.99       0    0.57    0.20       1    0.57    0.23       1   -9.99   -9.99       0
 919   -9.99   -9.99       0    0.60    0.22       1    0.72    0.26       1    1.01    0.58       1
 920    1.90    0.03       1    0.67    0.00       1    0.96    0.00       1    1.10    0.01       1
 921   -9.99   -9.99       0    0.61    0.22       1    0.73    0.26       1   -9.99   -9.99       0
 922   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 923    1.16    0.21       1    0.79    0.04       1    1.17    0.04       1    1.33    0.09       1
 924   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 925    1.24    0.12       1    0.61    0.02       1    0.93    0.02       1    1.02    0.05       1
 926    0.95    0.13       1    0.59    0.04       1    0.86    0.04       1    0.93    0.09       1
 927    1.25    0.55       1    0.52    0.09       1    0.67    0.11       1   -9.99   -9.99       0
 928   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 929    1.74    0.00       1    0.85    0.00       1    1.22    0.00       1    1.70    0.00       1
 930   -9.99   -9.99       0    0.61    0.14       1    1.16    0.14       1    0.84    0.42       1
 931    1.48    0.01       1    0.63    0.00       1    0.96    0.00       1    1.14    0.00       1
 932   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 933    0.86    0.35       1    0.79    0.09       1    0.79    0.10       1    1.11    0.22       1
 934   -9.99   -9.99       0    0.73    0.24       1    1.01    0.24       1   -9.99   -9.99       0
 935    1.45    0.28       1    0.53    0.04       1    0.78    0.04       1    0.98    0.09       1
 936   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 937    1.81    0.00       1    0.76    0.00       1    1.12    0.00       1    1.38    0.00       1
 938   -9.99   -9.99       0    0.47    0.10       1    0.68    0.10       1    1.10    0.19       1
 939    3.39    0.01       1    0.77    0.00       1   -1.98    0.00       1    1.35    0.00       1
 940    1.60    0.01       1    0.62    0.00       1    0.96    0.00       1    1.22    0.00       1
 941    1.41    0.02       1    0.52    0.00       1    0.75    0.00       1    0.85    0.01       1
 942   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 943   -9.99   -9.99       0    0.52    0.20       1    0.38    0.26       1    1.11    0.51       1
 944   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 945   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 946   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 947   -9.99   -9.99       0    1.78    0.17       1    1.98    0.17       1   -9.99   -9.99       0
 948    0.60    0.31       1    0.66    0.11       1    0.71    0.12       1    1.12    0.21       1
 949    1.37    0.09       1    0.54    0.01       1    0.83    0.01       1    0.96    0.04       1
 950    1.40    0.01       1   -0.45    0.00       1    0.82    0.00       1    0.99    0.00       1
 951    1.46    0.05       1    0.63    0.01       1    0.90    0.01       1    1.07    0.01       1
 952    1.95    0.00       1    0.82    0.00       1    1.21    0.00       1    1.56    0.00       1
 953   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 954   -9.99   -9.99       0    0.62    0.06       1    0.69    0.08       1    0.77    0.22       1
 955    1.25    0.28       1    0.50    0.05       1    0.71    0.05       1    0.81    0.14       1
 956   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 957    1.67    0.01       1    0.70    0.00       1    1.04    0.00       1    1.31    0.00       1
 958    1.22    0.41       1    0.63    0.08       1    0.70    0.08       1    1.08    0.14       1
 959    0.61    0.19       1    0.57    0.06       1    0.78    0.08       1    1.03    0.16       1
 960    1.67    0.03       1    0.61    0.00       1    0.87    0.00       1    1.03    0.01       1
 961    1.38    0.07       1    0.55    0.01       1    0.84    0.01       1    1.05    0.03       1
 962    1.74    0.01       1    0.70    0.00       1    1.06    0.00       1    1.24    0.00       1
 963   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 964    0.57    0.33       1    0.60    0.10       1    0.77    0.10       1    0.44    0.40       1
 965    1.35    0.04       1    0.59    0.01       1    0.86    0.01       1    0.96    0.02       1
 966   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 967   -9.99   -9.99       0    0.72    0.20       1    0.83    0.21       1    1.12    0.39       1
 968    0.48    0.29       1    0.55    0.11       1    0.84    0.11       1    0.80    0.34       1
 969    1.44    0.02       1    0.60    0.00       1    0.89    0.00       1    1.02    0.01       1
 970   -9.99   -9.99       0    0.89    0.60       1    3.45    0.50       1    4.38    0.51       1
 971   -0.44    0.54       1    1.00    0.34       1    1.03    0.40       1   -9.99   -9.99       0
 972   -9.99   -9.99       0   -0.10    0.29       1   -9.99   -9.99       0   -9.99   -9.99       0
 973    1.34    0.09       1    0.54    0.01       1    0.79    0.01       1    0.92    0.04       1
 974   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 975    1.86    0.05       1    0.71    0.01       1    1.06    0.01       1    1.28    0.01       1
 976   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 977    1.61    0.00       1    0.64    0.00       1    1.04    0.00       1    1.27    0.00       1
 978   -9.99   -9.99       0    0.68    0.17       1    1.02    0.18       1   -9.99   -9.99       0
 979   -9.99   -9.99       0   -0.53    0.33       1    0.41    0.22       1    0.37    0.47       1
 980   -9.99   -9.99       0   -9.99   -9.99       0    2.03    0.54       1   -9.99   -9.99       0
 981    0.70    0.21       1    0.72    0.06       1    0.79    0.07       1    0.33    0.25       1
 982   -9.99   -9.99       0    0.40    0.37       1    0.20    0.52       1   -9.99   -9.99       0
 983    1.41    0.31       1    0.33    0.06       1    0.52    0.06       1    0.58    0.16       1
 984    1.63    0.48       1    0.45    0.06       1    1.03    0.05       1    0.52    0.22       1
 985   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 986   -9.99   -9.99       0    0.37    0.21       1    0.48    0.23       1    1.24    0.34       1
 987   -9.99   -9.99       0    0.40    0.11       1    0.62    0.13       1    0.91    0.27       1
 988    1.75    0.00       1    0.73    0.00       1    1.09    0.00       1    1.33    0.00       1
 989    1.91    0.02       1    0.74    0.00       1    1.13    0.00       1    1.40    0.01       1
 990   -9.99   -9.99       0    2.61    0.50       1   -9.99   -9.99       0   -9.99   -9.99       0
 991   -9.99   -9.99       0    0.87    0.26       1    0.95    0.29       1    1.99    0.34       1
 992    1.73    0.54       1    0.54    0.06       1    0.79    0.06       1    0.99    0.16       1
 993   -9.99   -9.99       0    0.14    0.24       1    0.45    0.26       1    1.33    0.43       1
 994   -9.99   -9.99       0    1.19    0.20       1    1.80    0.19       1    2.02    0.25       1
 995   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 996    1.35    0.51       1    0.46    0.08       1    0.51    0.10       1   -9.99   -9.99       0
 997    1.89    0.00       1    0.82    0.00       1    1.23    0.00       1    1.47    0.00       1
 998   -9.99   -9.99       0    0.96    0.17       1    0.58    0.23       1    1.01    0.40       1
 999    1.35    0.03       1    0.64    0.00       1    0.92    0.00       1    1.02    0.01       1
1000   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1001   -9.99   -9.99       0    1.41    0.42       1    1.23    0.47       1    2.10    0.58       1
1002    1.55    0.04       1    0.66    0.00       1    0.98    0.00       1    1.17    0.01       1
1003    1.81    0.00       1    0.73    0.00       1    1.15    0.00       1    1.36    0.00       1
1004    1.07    0.22       1    0.60    0.06       1    0.85    0.06       1    1.13    0.12       1
1005    1.48    0.01       1    0.59    0.00       1    0.91    0.00       1    1.03    0.00       1
1006    1.32    0.11       1    0.48    0.01       1    0.71    0.02       1    0.84    0.06       1
1007    0.86    0.06       1    0.23    0.02       1    0.28    0.04       1    0.13    0.15       1
1008    1.83    0.02       1    0.80    0.00       1    1.18    0.00       1    1.45    0.00       1
1009   -9.99   -9.99       0    0.37    0.13       1    0.44    0.14       1    0.17    0.58       1
1010   -9.99   -9.99       0    0.24    0.18       1    0.83    0.16       1   -9.99   -9.99       0
1011    1.82    0.04       1    0.88    0.00       1    1.26    0.00       1    1.54    0.00       1
1012    2.05    0.11       1    0.58    0.01       1    0.89    0.01       1    1.08    0.02       1
1013   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1014    1.10    0.29       1    0.58    0.06       1    0.84    0.06       1    0.33    0.22       1
1015    1.38    0.15       1    0.55    0.03       1    0.82    0.03       1    0.84    0.07       1
1016   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1017    5.60    0.46       1   -0.51    0.55       1   -9.99   -9.99       0   -9.99   -9.99       0
1018    1.26    0.25       1    0.45    0.06       1    0.61    0.08       1    0.93    0.13       1
1019    2.04    0.00       1    0.85    0.00       1    1.30    0.00       1    1.52    0.00       1
1020    1.10    0.10       1    0.54    0.02       1    0.77    0.03       1    0.87    0.04       1
1021   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1022    1.76    0.00       1    0.90    0.00       1    1.32    0.00       1    1.45    0.00       1
1023    1.83    0.00       1    0.79    0.00       1    1.13    0.00       1    1.36    0.00       1
1024   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1025   -9.99   -9.99       0    0.70    0.10       1    0.85    0.11       1    0.81    0.25       1
1026    1.52    0.00       1    0.69    0.00       1    1.02    0.00       1    1.26    0.00       1
1027   -9.99   -9.99       0    0.29    0.36       1    1.34    0.29       1   -9.99   -9.99       0
1028   -9.99   -9.99       0    1.39    0.34       1    1.44    0.37       1   -9.99   -9.99       0
1029    1.82    0.00       1    0.85    0.00       1    1.26    0.00       1    1.57    0.00       1
1030   -9.99   -9.99       0    0.47    0.13       1    0.64    0.14       1    1.01    0.33       1
1031    1.48    0.05       1    0.70    0.01       1    1.03    0.01       1    1.25    0.01       1
1032    1.35    0.09       1    0.57    0.01       1    0.75    0.01       1    0.90    0.04       1
1033    0.90    0.43       1    0.43    0.12       1    0.66    0.11       1    0.07    0.52       1
1034   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1035    1.55    0.01       1    0.66    0.00       1    1.01    0.00       1    1.17    0.00       1
1036   -9.99   -9.99       0    2.48    0.45       1   -9.99   -9.99       0    3.02    0.53       1
1037   -9.99   -9.99       0   -9.99   -9.99       0    2.07    0.52       1   -9.99   -9.99       0
1038   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1039    1.84    0.00       1    0.78    0.00       1    1.22    0.00       1    1.56    0.00       1
1040   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1041   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1042    1.73    0.01       1    0.73    0.00       1    1.09    0.00       1    1.37    0.00       1
1043    0.66    0.36       1    0.38    0.13       1    0.62    0.15       1    1.39    0.22       1
1044   -9.99   -9.99       0    0.34    0.43       1    1.56    0.32       1   -9.99   -9.99       0
1045    0.70    0.28       1    0.46    0.09       1    0.66    0.11       1    0.53    0.32       1
1046   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1047    1.94    0.01       1    0.78    0.00       1    1.19    0.00       1    1.50    0.00       1
1048   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1049   -9.99   -9.99       0   -0.69    0.39       1    1.10    0.16       1   -9.99   -9.99       0
1050   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1051    0.64    0.03       1    0.21    0.01       1    0.28    0.01       1    0.28    0.05       1
1052   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1053    1.50    0.01       1    0.61    0.00       1    0.91    0.00       1    1.15    0.00       1
1054   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1055    1.81    0.00       1    0.76    0.00       1    1.14    0.00       1    1.42    0.00       1
1056    1.43    0.02       1    0.64    0.00       1    0.94    0.00       1    1.13    0.01       1
1057   -9.99   -9.99       0    0.42    0.09       1    0.76    0.09       1    0.39    0.27       1
1058   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1059   -9.99   -9.99       0    1.17    0.24       1    0.86    0.30       1   -9.99   -9.99       0
1060    1.40    0.08       1    0.60    0.03       1    0.80    0.02       1    0.94    0.04       1
1061    1.11    0.10       1    0.54    0.02       1    0.74    0.03       1    0.85    0.05       1
1062   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1063    1.01    0.42       1    0.58    0.09       1    0.86    0.10       1    0.96    0.27       1
1064    1.76    0.01       1    0.66    0.00       1    1.01    0.00       1    1.25    0.00       1
1065    2.54    0.00       1    0.55    0.00       1    0.80    0.00       1    0.55    0.00       1
1066   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1067    1.57    0.02       1    0.69    0.00       1    0.99    0.00       1    1.21    0.01       1
1068    0.52    0.39       1    0.63    0.13       1    0.90    0.13       1    0.93    0.32       1
1069    1.29    0.03       1    0.53    0.00       1    0.80    0.00       1    0.88    0.01       1
1070    1.46    0.08       1    0.58    0.01       1    0.79    0.03       1    0.98    0.04       1
1071    0.29    0.51       1    1.88    0.16       1    0.64    0.24       1   -9.99   -9.99       0
1072    1.50    0.02       1    0.59    0.00       1    0.88    0.00       1    1.06    0.01       1
1073   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1074    1.33    0.03       1    0.62    0.00       1    0.90    0.00       1    1.04    0.01       1
1075    1.70    0.03       1    0.64    0.00       1    0.94    0.00       1    1.09    0.01       1
1076    1.49    0.07       1    0.56    0.01       1    0.83    0.01       1    0.97    0.03       1
1077    1.00    0.17       1    0.62    0.04       1    0.87    0.04       1    1.18    0.08       1
1078    1.76    0.02       1    0.68    0.00       1    0.99    0.00       1    1.14    0.01       1
1079   -9.99   -9.99       0   -0.27    0.06       1   -0.09    0.08       1   -9.99   -9.99       0
1080    1.90    0.00       1    0.81    0.00       1    1.18    0.00       1    1.54    0.00       1
1081    2.69    0.41       1    0.58    0.02       1    0.70    0.03       1    0.70    0.07       1
1082   -9.99   -9.99       0    0.83    0.07       1    0.75    0.09       1    0.61    0.32       1
1083    1.61    0.01       1    0.59    0.00       1    0.90    0.00       1    1.16    0.00       1
1084    1.52    0.02       1    0.64    0.00       1    0.95    0.00       1    1.11    0.01       1
1085    1.57    0.01       1    0.64    0.00       1    0.98    0.00       1    1.20    0.00       1
1086   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1087   -9.99   -9.99       0    0.83    0.07       1    0.75    0.09       1    0.61    0.32       1
1088    1.61    0.01       1    0.71    0.00       1    1.08    0.00       1    1.27    0.00       1
1089    1.89    0.00       1    0.83    0.00       1    1.28    0.00       1    1.61    0.00       1
1090   -9.99   -9.99       0    0.47    0.03       1    0.63    0.04       1    0.30    0.16       1
1091    1.60    0.00       1    0.69    0.00       1    1.07    0.00       1    1.26    0.00       1
1092    1.45    0.01       1    0.34    0.00       1    0.62    0.00       1    0.72    0.01       1
1093    1.38    0.04       1    0.59    0.00       1    0.87    0.01       1    0.92    0.02       1
1094   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1095    1.07    0.01       1    0.32    0.00       1    0.50    0.00       1    0.61    0.01       1
1096    1.26    0.02       1    0.57    0.00       1    0.83    0.00       1    0.96    0.01       1
1097    1.60    0.01       1    0.67    0.00       1    1.02    0.00       1    1.26    0.00       1
