Positions, redshifts and distances of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (2) in Dabringhausen & Fellhauer (2015).

The Table contains the following data:
Column 1: The running number that identifies the galaxies within this catalog. The galaxies are ordered by ascending right ascension.
Column 2: The right ascension for the epoch J2000.0.
Column 3: The declination for the epoch J2000.0.
Column 4: The origin of the data for right ascension and declination.
Column 5: The distance of the galaxies in Mpc.
Column 6: The origin of the distance estimate.
Column 7: The number of redshift-independent estimates from which the mean of the redshift-independent estimates quoted in this catalogue was calculated.
Column 8: The radial velocities of the galaxies.
Column 9: The source for the radial velocity of the galaxy.

For a detailed description of the data in this table, see Section (4) in Dabringhausen & Fellhauer (2015).

------------------------------------------------------------------
  id         asc       dec   s.       d   N_d     s.  v_rad     s.
         [h:m:s]   [d:m:s]        [Mpc]              [km/s]
------------------------------------------------------------------
1210  12:49:38.8  15:09:56   1   16.800     1     1    1102     1
1211  12:49:38.8 -41:16:40   1   45.290     0   107    3216   106
1212  12:49:39.4 -41:12:21   1   45.290     0   107    3216   106
1213  12:49:40.1 -41:21:58   1   37.700     1     1    2880     1
1214  12:49:40.6 -41:21:05   1   45.290     0   107    3216   106
1215  12:49:41.5 -41:18:35   1   45.290     0   107    3216   106
1216  12:49:41.9 -41:13:46   1   45.290     0   107    3716     1
1217  12:49:42.0 -41:21:33   1   45.290     0   107    3216   106
1218  12:49:42.3  26:53:31   1   97.423     0   103    6841     1
1219  12:49:42.8 -41:13:13   1   45.290     0   107    3216   106
1220  12:49:45.9 -41:14:53   1   45.290     0   107    3216   106
1221  12:49:46.0 -41:17:56   1   45.290     0   107    3216   106
1222  12:49:46.5 -41:22:08   1   46.300     1     1    3287   106
1223  12:49:47.9 -41:22:04   1   45.290     0   107    3216   106
1224  12:49:48.6 -41:14:19   1   45.290     0   107    3216   106
1225  12:49:51.6 -41:13:34   1   38.750     2     1    2160     1
1226  12:49:54.1 -41:16:46   1   45.900     4     1    3862     1
1227  12:49:54.1 -41:20:22   1   51.100     1     1    4661     1
1228  12:49:54.7 -41:19:01   1   45.290     0   107    3216   106
1229  12:49:56.0 -41:24:04   1   37.300     1     1    4729     1
1230  12:49:56.1 -41:23:23   1   50.000     1     1    3550   106
1231  12:49:56.1 -41:16:56   1   45.290     0   107    3216   106
1232  12:49:56.3 -41:15:37   1   44.500     1     1    2880     1
1233  12:49:57.9  27:49:21   1  118.500     2     1    6891     1
1234  12:49:57.9 -41:19:23   1   45.290     0   107    3216   106
1235  12:49:58.0 -41:15:12   1   45.290     0   107    3216   106
1236  12:49:59.6 -41:20:16   1   45.290     0   107    3216   106
1237  12:50:00.9 -41:19:08   1   45.290     0   107    3216   106
1238  12:50:00.9 -41:21:33   1   45.290     0   107    3216   106
1239  12:50:02.3 -41:12:48   1   45.290     0   107    3216   106
1240  12:50:02.7 -41:19:50   1   45.290     0   107    3216   106
1241  12:50:03.8 -41:11:37   1   45.290     0   107    3216   106
1242  12:50:03.9 -41:22:55   1   39.507    15     1    4678     1
1243  12:50:05.1 -41:12:39   1   45.290     0   107    3216   106
1244  12:50:06.5 -41:13:40   1   45.290     0   107    3216   106
1245  12:50:07.7 -41:23:53   1   45.290     0   107    4990     1
1246  12:50:13.4  26:46:34   1   97.423     0   103    7136     1
1247  12:50:14.4  10:32:24   1   16.740     1     3     974     1
1248  12:50:26.6  26:42:32   1   97.423     0   103    5645     1
1249  12:50:54.0  27:50:31   1   94.333     3     1    7604     1
1250  12:51:05.6  27:48:18   1  138.930     0   101    9864     1
1251  12:51:06.8  10:54:43   1   16.100     4     1     925     1
1252  12:51:48.0 -10:27:17   1   15.042     6     1    1270     1
1253  12:52:17.5  11:18:50   1   17.333    12     1    1351     1
1254  12:52:22.1 -01:11:59   1   17.610    12     1    1163     1
1255  12:52:41.1  26:21:57   1   97.423     0   103    6177     1
1256  12:52:44.1  26:28:13   1   97.423     0   103    6417     1
1257  12:52:56.0  11:13:51   1   20.517     6     1     986     1
1258  12:53:03.1  26:28:36   1   97.423     0   103    7677     1
1259  12:53:59.1  26:26:39   1   97.423     0   103    7074     1
1260  12:54:05.5  27:04:07   1   97.423     0   103    7585     1
1261  12:54:19.0  27:04:05   1   98.875     4     1    8365     1
1262  12:54:55.2  27:24:46   1   95.550     2     1    7863     1
1263  12:55:29.1  27:31:17   1   94.400     2     1    6989     1
1264  12:55:32.4  27:31:30   1   97.423     0   103    7144     1
1265  12:55:33.7  08:14:25   1   39.400     1     2    2645     1
1266  12:55:41.3  27:15:03   1   97.423     0   103    7115     1
1267  12:55:57.4  27:54:18   1   97.423     0   103    6551     1
1268  12:56:06.1  27:40:41   1   97.423     0   103    4968     1
1269  12:56:06.4  27:38:53   1   97.423     0   103    7593     1
1270  12:56:08.8  26:19:00   1  190.901     0   101   13554     1
1271  12:56:12.1  27:44:44   1  103.700     4     1    6915     1
1272  12:56:14.6  27:30:23   1   97.423     0   103    7451     1
1273  12:56:16.7  27:26:46   1   97.423     0   103    6386     1
1274  12:56:18.6  26:21:32   1   97.423     0   103    6486     1
1275  12:56:19.8  27:45:04   1   97.423     0   103    6883     1
1276  12:56:26.3  27:43:38   1   97.423     0   103    6836     1
1277  12:56:26.6  27:49:50   1   97.423     0   103    6297     1
1278  12:56:29.1  26:57:25   1   97.423     0   103    7056     1
1279  12:56:29.8  27:56:24   1   97.423     0   103    6668     1
1280  12:56:32.0  27:03:20   1   97.423     0   103    6130     1
1281  12:56:34.2  27:32:20   1   97.423     0   103    7105     1
1282  12:56:34.6  27:13:39   1   97.423     0   103    7197     1
1283  12:56:43.5  27:10:43   1  116.500     2     1    7630     1
1284  12:56:47.8  27:25:16   1   97.423     0   103    7762     1
1285  12:56:49.6  27:05:38   1  105.000     1     1    6934     1
1286  12:56:51.1  26:53:56   1   97.423     0   103    6249     1
1287  12:56:56.6  28:37:24   1   97.423     0   103    6566     1
1288  12:57:00.6  29:03:14   1   97.423     0   103    7516     1
1289  12:57:01.7  27:22:20   1   97.423     0   103    7012     1
1290  12:57:04.3  27:31:33   1   97.423     0   103    8328     1
1291  12:57:04.3  27:31:33   1   97.423     0   103    8328     1
1292  12:57:09.4  27:27:59   1   97.423     0   103    7463     1
1293  12:57:10.0  34:19:15   1    0.152     7     1    -129     1
1294  12:57:10.7  27:24:18   1   97.423     0   103    6215     1
1295  12:57:11.4  29:02:42   1  109.000     1     1    7525     1
1296  12:57:17.8  27:48:39   1   97.423     0   103    7084     1
1297  12:57:21.7  27:52:49   1   97.423     0   103    7428     1
1298  12:57:24.3  27:29:52   1   97.423     0   103    7362     1
1299  12:57:25.8  27:32:46   1   97.423     0   103    5475     1
1300  12:57:30.0  28:11:17   1   97.423     0   103    6934     1
1301  12:57:31.9  28:28:37   1   90.600     3     1    6775     1
1302  12:57:32.8  27:36:37   1   97.423     0   103    6087     1
1303  12:57:33.9  28:28:56   1   97.267     3     1    6302     1
1304  12:57:35.8  27:29:36   1   97.423     0   103    7343     1
1305  12:57:43.0  26:51:09   1   97.423     0   103    6408     1
1306  12:57:47.0  29:08:58   1   97.423     0   103    7151     1
1307  12:57:47.3  27:50:00   1   97.423     0   103    6118     1
1308  12:57:48.1  27:52:59   1   97.423     0   103    5905     1
1309  12:57:48.6  28:10:50   1   97.423     0   103    7237     1
1310  12:57:50.6  27:52:46   1   97.423     0   103    6948     1
1311  12:57:53.9  28:29:59   1   97.423     0   103    7324     1
1312  12:58:02.4  26:51:34   1   97.423     0   103    7338     1
1313  12:58:03.2  26:54:58   1   97.423     0   103    7976     1
1314  12:58:03.5  27:48:54   1   97.423     0   103    7132     1
1315  12:58:11.4  27:56:24   1   97.423     0   103    8520     1
1316  12:58:12.7  26:23:49   1   98.650     2     1    5885     1
1317  12:58:13.3  28:56:53   1   97.423     0   103    7675     1
1318  12:58:13.8  28:10:57   1   97.423     0   103    7182     1
1319  12:58:15.0  28:07:33   1   97.423     0   103    7466     1
1320  12:58:15.3  27:27:53   1   97.423     0   103    7625     1
1321  12:58:18.2  29:07:41   1   97.423     0   103    7879     1
1322  12:58:18.8  13:23:29   1   40.100     1     2    2675     1
1323  12:58:20.5  27:25:46   1   97.423     0   103    7578     1
1324  12:58:21.8  27:58:04   1   97.423     0   103    6022     1
1325  12:58:28.4  27:33:34   1   97.423     0   103    7533     1
1326  12:58:30.2  28:00:53   1   97.423     0   103    7145     1
1327  12:58:31.6  27:23:42   1   97.423     0   103    7554     1
1328  12:58:31.9  28:02:59   1   97.423     0   103    5710     1
1329  12:58:35.2  27:35:47   1   97.423     0   103    7676     1
1330  12:58:36.3  28:06:49   1   97.423     0   103    6789     1
1331  12:58:37.3  27:10:34   1   97.423     0   103    7664     1
1332  12:58:38.4  27:32:39   1   97.423     0   103    5956     1
1333  12:58:45.5  27:45:14   1   97.423     0   103    6665     1
1334  12:58:47.4  27:40:29   1  113.700     4     1    8374     1
1335  12:58:48.7  27:48:37   1   97.423     0   103    5865     1
1336  12:58:50.7  28:05:02   1   97.423     0   103    6103     1
1337  12:58:52.1  27:47:06   1   97.423     0   103    5682     1
1338  12:58:55.2  27:57:53   1   94.400     2     1    5701     1
1339  12:59:00.1  27:58:03   1  103.000     1     1    8329     1
1340  12:59:01.8  26:48:56   1   97.423     0   103    7164     1
1341  12:59:01.8  28:13:31   1   97.423     0   103    8017     1
1342  12:59:03.9  28:07:25   1   97.267     3     1    7980     1
1343  12:59:04.6  27:54:40   1   97.423     0   103    6432     1
1344  12:59:04.8  28:03:01   1   97.423     0   103    5071     1
1345  12:59:06.0  27:59:48   1  103.000     0     1    7678     1
1346  12:59:07.5  27:46:04   1   97.267     3     1    6336     1
1347  12:59:07.9  27:51:18   1   97.423     0   103    6622     1
1348  12:59:08.2  27:47:03   1   97.267     3     1    7088     1
1349  12:59:09.4  28:02:27   1   97.423     0   103    7232     1
1350  12:59:11.5  28:00:33   1   97.423     0   103    6942     1
1351  12:59:13.1  27:58:37   1   97.267     3     1    6755     1
1352  12:59:13.5  27:46:29   1   97.423     0   103    6849     1
1353  12:59:13.9  28:04:34   1   97.423     0   103    7822     1
1354  12:59:15.2  27:58:15   1   97.267     3     1    4786     1
1355  12:59:19.9  28:05:04   1   66.197     0   101    4700     1
1356  12:59:20.2  27:53:10   1   97.423     0   103    6452     1
1357  12:59:22.6  27:53:49   1  103.000     1     1    5087     1
1358  12:59:23.3  27:54:42   1   94.400     2     1    6859     1
1359  12:59:24.9  27:44:20   1   97.423     0   103    6062     1
1360  12:59:25.3  27:58:05   1   97.423     0   103    7698     1
1361  12:59:25.5  27:58:24   1   97.423     0   103    6112     1
1362  12:59:26.4  27:51:25   1   97.423     0   103    5007     1
1363  12:59:26.6  27:59:55   1   97.423     0   103    6684     1
1364  12:59:28.5  28:01:09   1   97.423     0   103    6045     1
1365  12:59:28.7  28:02:26   1   97.423     0   103    5569     1
1366  12:59:29.4  27:51:01   1   97.423     0   103    6865     1
1367  12:59:29.9  27:57:23   1   97.423     0   103    6729     1
1368  12:59:30.2  28:01:15   1   97.423     0   103    7166     1
1369  12:59:30.6  27:47:29   1   97.423     0   103    7825     1
1370  12:59:30.8  27:53:03   1  103.000     1     1    4755     1
1371  12:59:31.4  28:02:48   1   97.423     0   103    6979     1
1372  12:59:32.8  27:59:01   1   97.423     0   103    5789     1
1373  12:59:34.0  27:56:49   1   94.400     2     1    7193     1
1374  12:59:35.3  27:51:49   1   97.423     0   103    6274     1
1375  12:59:35.7  27:57:33   1   95.270    27     1    7176     1
1376  12:59:37.0  28:01:07   1   97.423     0   103    7293     1
1377  12:59:37.2  27:58:20   1   97.423     0   103    7615     1
1378  12:59:37.9  27:54:26   1   97.423     0   103    8045     1
1379  12:59:38.0  28:00:04   1   97.423     0   103    4924     1
1380  12:59:38.3  27:59:14   1   97.423     0   103    6776     1
1381  12:59:39.6  27:57:14   1   97.423     0   103    8029     1
1382  12:59:40.3  27:58:06   1   97.423     0   103    7531     1
1383  12:59:42.3  27:55:29   1   94.400     2     1    6900     1
1384  12:59:42.3  28:01:59   1   97.423     0   103    7797     2
1385  12:59:43.7  27:59:41   1   94.400     2     1    6688     1
1386  12:59:44.1  28:00:47   1   97.423     0   103   13211     1
1387  12:59:44.2  27:57:30   1   97.423     0   103    6892     1
1388  12:59:44.4  27:54:45   1   94.400     2     1    6678     1
1389  12:59:46.1  27:51:26   1   97.423     0   103    8117     1
1390  12:59:46.8  27:58:26   1   97.423     0   103    9453     1
1391  12:59:46.9  27:59:31   1   97.423     0   103    8360     1
1392  12:59:47.1  27:42:37   1   97.423     0   103    8419     1
1393  12:59:48.6  27:58:58   1   97.423     0   103    5306     1
1394  12:59:49.1  27:58:34   1   97.423     0   103    4965     2
1395  12:59:50.1  27:55:29   1   97.423     0   103    9743     1
1396  12:59:50.2  27:54:46   1   97.423     0   103    7250     1
1397  12:59:51.5  27:59:35   1   97.423     0   103    7060     2
1398  12:59:53.9  27:58:14   1   97.423     0   103    6618     1
1399  12:59:55.1  28:07:42   1   94.400     2     1    7577     1
1400  12:59:55.7  27:55:04   1   97.423     0   103    6677     1
1401  12:59:56.0  28:02:05   1   97.423     0   103    8181     1
1402  12:59:56.6  27:55:48   1   97.423     0   103    7735     1
1403  12:59:57.6  28:14:51   1   97.423     0   103    6740     1
1404  12:59:59.5  27:56:26   1   97.423     0   103    6439     1
1405  13:00:01.0  27:56:44   1   97.423     0   103    6839     1
1406  13:00:01.0  27:59:30   1   97.423     0   103    7465     1
1407  13:00:04.4  27:59:15   1   94.400     2     1    6392     1
1408  13:00:05.4  28:01:28   1   97.423     0   103    5899     1
1409  13:00:06.3  27:41:07   1   97.423     0   103    7537     1
1410  13:00:06.3  27:46:33   1   97.423     0   103    6218     1
1411  13:00:06.4  28:00:15   1   94.400     2     1    7268     1
1412  13:00:07.1  27:55:51   1   94.400     2     1    7268     1
1413  13:00:08.1  27:58:37   1   97.681    27     1    6495     1
1414  13:00:09.1  28:10:13   1   94.400     2     1    6781     1
1415  13:00:10.4  27:35:42   1   97.423     0   103    5597     1
1416  13:00:11.1  28:03:55   1   97.423     0   103    7387     1
1417  13:00:11.4  27:54:36   1   97.423     0   103    7225     2
1418  13:00:12.8  28:04:32   1   97.423     0   103    7506     1
1419  13:00:14.7  28:02:29   1   97.267     3     1    5737     1
1420  13:00:16.5  27:58:03   1   65.268     0   101    4634     1
1421  13:00:16.9  27:54:16   1   97.423     0   103    8944     2
1422  13:00:17.0  28:03:50   1   97.423     0   103    6152     1
1423  13:00:17.6  27:59:15   1   97.423     0   103    6136     1
1424  13:00:17.7  27:57:19   1   97.423     0   103    6903     1
1425  13:00:17.9  28:12:08   1  116.500     2     1    8492     1
1426  13:00:18.1  27:57:24   1   97.423     0   103    6371     1
1427  13:00:18.5  28:05:50   1   97.423     0   103    7825     1
1428  13:00:18.7  27:55:13   1   97.423     0   103    6925     1
1429  13:00:18.8  27:56:13   1   97.423     0   103    5293     1
1430  13:00:19.1  27:33:13   1   97.423     0   103    5901     1
1431  13:00:20.2  27:59:38   1   97.423     0   103  111702     1
1432  13:00:21.7  27:53:55   1   97.423     0   103    4890     1
1433  13:00:22.1  28:02:49   1   97.423     0   103    8198     1
1434  13:00:22.6  27:57:55   1   97.423     0   103    5216     1
1435  13:00:24.8  27:55:36   1   97.423     0   103    7955     1
1436  13:00:26.1  28:00:32   1   97.423     0   103    5528     1
1437  13:00:26.8  27:30:56   1   97.423     0   103    7819     1
1438  13:00:27.9  27:59:16   1   97.423     0   103    9412     2
1439  13:00:28.0  27:57:22   1   97.423     0   103    6984     1
1440  13:00:28.4  27:58:21   1   97.423     0   103    7713     1
1441  13:00:30.8  28:20:46   1   94.000     2     1    6012     1
1442  13:00:32.5  27:45:58   1   97.423     0   103    6697     1
1443  13:00:33.3  27:58:49   1   97.423     0   103    5126     2
1444  13:00:34.4  27:56:05   1   97.423     0   103    8356     1
1445  13:00:35.4  27:56:34   1   97.423     0   103    6958     1
1446  13:00:35.6  28:08:46   1   97.423     0   103    5461     1
1447  13:00:36.6  27:55:52   1   97.423     0   103    5906     1
1448  13:00:37.3  27:54:41   1   97.423     0   103    6086     1
1449  13:00:38.7  28:00:52   1   97.423     0   103    7537     1
1450  13:00:39.8  27:55:26   1   97.267     3     1    7521     1
1451  13:00:40.8  27:59:48   1   97.423     0   103    7112     1
1452  13:00:41.2  28:02:42   1   97.423     0   103    8826     1
1453  13:00:42.8  27:57:47   1  119.667     3     1    8366     1
1454  13:00:42.8  27:58:17   1   97.423     0   103    6392     1
1455  13:00:44.2  28:20:14   1   97.423     0   103    7930     1
1456  13:00:44.6  28:06:02   1   97.423     0   103    6616     1
1457  13:00:48.6  28:05:27   1   94.400     2     1    6940     1
1458  13:00:51.5  28:02:34   1   97.423     0   103    8793     1
1459  13:00:52.1  28:21:57   1   97.423     0   103    7665     1
1460  13:00:54.4  28:00:27   1   97.423     0   103    4994     1
1461  13:00:59.2  27:53:59   1   97.423     0   103    6896     1
1462  13:01:09.0  28:21:35   1   97.423     0   103    6892     1
1463  13:01:09.2  27:49:06   1   97.423     0   103    5965     1
1464  13:01:10.7  27:48:10   1   97.423     0   103    6708     1
1465  13:01:17.6  27:48:33   1   97.423     0   103    7334     1
1466  13:01:22.8  28:11:46   1   97.423     0   103    7629     1
1467  13:01:31.8  27:50:51   1   94.400     2     1    5484     1
1468  13:01:33.6  29:07:50   1   97.423     0   103    7387     1
1469  13:01:44.0  28:59:58   1   97.423     0   103    6386     1
1470  13:01:47.0  28:05:42   1   97.423     0   103    5816     1
1471  13:01:48.4  27:36:14   1   97.423     0   103    8223     1
1472  13:01:50.2  27:53:37   1   97.423     0   103    7556     1
1473  13:01:53.7  27:37:28   1  110.133     6     1    7887     1
1474  13:01:57.6  28:00:21   1   97.423     0   103    7764     1
1475  13:02:04.2  29:15:12   1  112.000     1     1    7315     1
1476  13:02:08.6  28:23:14   1   97.423     0   103    7605     1
1477  13:02:21.5  28:13:51   1   97.423     0   103    5580     1
1478  13:02:21.6  28:15:22   1   97.423     0   103    6814     1
1479  13:02:34.7  27:56:57   1   97.423     0   103    5779     1
1480  13:02:40.8  28:22:17   1   97.423     0   103    7406     1
1481  13:02:44.4  28:02:43   1  118.500     2     1    6211     1
1482  13:02:56.6  28:04:13   1   97.423     0   103    7759     1
1483  13:03:00.9  28:01:57   1   97.423     0   103    5443     1
1484  13:03:09.7  28:35:01   1   97.423     0   103    6922     1
1485  13:03:16.2  28:01:49   1   97.423     0   103    6041     1
1486  13:03:44.9  28:05:03   1   97.423     0   103    5602     1
1487  13:03:50.8  27:59:18   1   97.423     0   103    6358     1
1488  13:03:54.0  28:11:55   1   97.423     0   103    6988     5
1489  13:04:07.9  27:57:54   1   97.423     0   103    6123     1
1490  13:04:10.1  28:14:53   1   97.423     0   103    5955     1
1491  13:04:12.9  28:11:37   1   97.423     0   103    6412     1
1492  13:04:58.4  29:07:20   1  100.650     2     1    5968     1
1493  13:05:08.4  27:30:46   1   97.423     0   103    7177     1
1494  13:05:12.4  27:34:11   1  102.200     4     1    6909     1
1495  13:06:05.5  28:35:35   1   97.423     0   103    7944     1
1496  13:06:37.2  28:20:15   1   97.423     0   103    6596     1
1497  13:06:54.9  28:32:53   1   97.423     0   103    6268     1
1498  13:11:01.5  29:38:12   1  101.650     2     1    7044     1
1499  13:13:56.2 -16:16:24   1   33.859     0   101    2404     1
1500  13:15:04.1 -16:23:40   1   27.282     0   101    1937     1
1501  13:15:10.5 -16:14:20   1   38.155     0   101    2709     1
1502  13:16:48.7 -16:20:40   1   36.310     0   101    2578     1
1503  13:20:30.1  43:05:02   1   23.400     1     2    1273     1
1504  13:28:03.5  33:33:21   1    0.215     8     1      31     1
1505  13:28:25.3  46:35:30   1   38.000     1     1    2424     1
1506  13:30:11.4  46:40:15   1   43.420     5     1    2519     1
1507  13:36:39.0 -33:57:57   1   50.825    16     1    3737     1
1508  13:42:08.3  35:39:15   1   15.960     5     1    1085     1
1509  13:47:00.4  60:58:23   1   29.120    10     1    1998     1
1510  13:49:15.3  60:11:26   1   27.082    11     1    1780     1
1511  13:51:25.8  59:51:50   1   40.050     2     1    2189     1
1512  13:53:26.7  40:16:59   1   33.767     3     1    2325     1
1513  13:53:45.5  40:20:19   1   37.650     2     1    2344     1
1514  13:54:00.4  40:16:38   1   38.000     1     2    2412     1
1515  13:55:34.3  59:44:34   1   21.900     2     1    1774     1
1516  13:56:58.0  45:58:24   1   33.900     1     2    2085     1
1517  13:57:12.0  26:48:00   1    0.049     2     1     198     4
1518  13:58:00.0  12:51:00   1    0.052     4     1    -117     1
1519  14:00:06.0  14:30:00   1    0.062     9     1     100     1
1520  14:00:42.0  55:09:52   1   28.100     3     1    1838     1
1521  14:04:43.2  54:53:33   1   33.400     3     1    2022     1
1522  14:05:12.4  55:44:31   1   28.600     1     2    1671     1
1523  14:06:41.3  50:43:24   1   30.817     6     1    1989     1
1524  14:07:11.3  55:00:06   1   27.940    10     1    1927     1
1525  14:07:39.3  54:47:41   1   37.200     1     2    2322     1
1526  14:10:15.2  48:32:46   1   31.700     1     2    1914     1
1527  14:11:29.4 -05:02:37   1   38.900     1     1    2665     1
1528  14:13:19.8 -03:08:56   1   34.300     1     1    1851     1
1529  14:18:25.7  36:29:37   1   40.700     9     1    3219     1
1530  14:20:43.1  39:41:37   1   29.989     9     1    1430     1
1531  14:20:56.0  03:14:17   1   23.950     4     1    1589     1
1532  14:21:03.7  03:16:16   1   23.930    10     1    1506     1
1533  14:24:04.8  33:02:51   1   25.200     1     1    1968     1
1534  14:26:33.3  56:34:57   1   29.775     4     1    1944     1
1535  14:29:14.4  44:41:56   1   38.300     1     2    2418     1
1536  14:29:40.4  03:14:00   1   24.840    10     1    1676     1
1537  14:31:27.2  03:00:33   1   24.200     1     2    1479     1
1538  14:34:52.4  54:28:33   1   35.300     4     1    2143     1
1539  14:46:21.1  34:22:14   1   27.600     1     2    1631     1
1540  14:53:15.0  03:57:35   1   22.400     3     1    1471     1
1541  15:01:11.2  01:42:07   1   30.150     8     1    1956     1
1542  15:04:07.0  01:13:12   1   28.140    10     1    1656     1
1543  15:05:26.2  02:05:58   1   26.967     3     1    1341     1
1544  15:05:27.5  01:38:05   1   28.967     3     1    1220     1
1545  15:06:00.8  01:38:02   1   26.167     3     1    1472     1
1546  15:06:29.2  01:35:42   1   28.500     1     1    2201     1
1547  15:06:29.3  01:36:20   1   27.138    13     1    1712     1
1548  15:06:29.5  55:45:48   1   13.023     6     1     755     1
1549  15:07:47.7  02:34:07   1   23.467     3     1    1663     1
1550  15:09:08.5  67:13:21   1    0.073    15     1    -247     1
1551  15:09:33.5  03:03:10   1   24.233     3     1    1885     1
1552  15:09:49.4  00:28:12   1   29.833     3     1    2085     1
1553  15:15:34.6  02:14:54   1   29.500     1     2    1918     1
1554  15:54:19.1  00:32:35   1   21.600     2     1    2022     1
1555  15:55:57.4  05:55:55   1   35.800     1     2    2381     1
1556  15:57:15.4  05:59:54   1   29.800     1     1    1788     1
1557  16:02:11.6  07:05:10   1   39.500     1     2    2653     1
1558  16:13:47.9  54:22:16   1    1.954     5     1    -139     1
1559  16:26:04.3  02:54:24   1   23.800     1     2    1507     1
1560  16:27:24.2  19:35:50   1   37.200     1     2    2427     1
1561  16:31:02.0  12:47:30   1    0.136    10     1      45     1
1562  17:00:50.3  23:00:40   1   39.150     2     1    2832     1
1563  17:20:12.4  57:54:55   1    0.083    14     1    -292     1
1564  17:35:32.8  60:48:48   1   48.917    12     1    3806     1
1565  18:05:10.0  25:13:57   1   40.800     1     2    4480     1
1566  18:05:49.5  18:32:17   1   64.560     5     1    6704     1
1567  18:09:26.5  19:07:04   1   36.200     1     2    2371     1
1568  18:47:18.8  45:33:02   1   28.709    11     1    2373     1
1569  18:55:19.5 -30:32:43   1    0.028    55     1     140     1
1570  19:24:03.2  53:37:29   1   37.500     1     2    2360     1
1571  20:27:38.9 -47:01:37   1   34.360    10     1    2779     1
1572  20:46:51.8 -12:50:53   1    2.463    12     1    -141     1
1573  22:26:27.6  16:08:54   1   23.060     5     1    1845     1
1574  22:32:41.2  31:12:58   1    0.650     1     1    -331     4
1575  22:37:24.5  23:47:54   1   15.890     4     1    1197     1
1576  22:41:49.6 -64:25:10   1    0.889     6     1     194     1
1577  22:57:10.6 -36:27:44   1   26.988     8     1    1802     1
1578  22:58:31.0  05:57:09   1    0.182     4     1       0   107
1579  23:00:59.9  30:08:42   1   12.883     6     1     844     1
1580  23:01:06.5  16:23:18   1   23.333     9     1    2020     1
1581  23:02:01.0  15:57:53   1   27.200     1     1    1960     1
1582  23:12:07.6 -28:32:23   1   22.500     8     1    1566     1
1583  23:14:48.0  07:43:06   1   71.050     6     1    4731     1
1584  23:15:07.5  09:40:22   1   54.761     0   103    4793     1
1585  23:15:39.8  06:42:30   1   54.761     0   103    3692     1
1586  23:15:57.5  06:41:15   1   47.900     5     1    3608     1
1587  23:16:44.5  08:54:20   1   91.704     0   101    6511     1
1588  23:19:36.6  08:03:48   1   42.650     2     1    3252     1
1589  23:19:39.3  08:15:54   1   54.761     0   103    3542     1
1590  23:19:44.2  08:34:35   1   43.800     2     1    3213     1
1591  23:19:54.9  08:33:38   1   54.761     0   103    3255     1
1592  23:20:09.0  08:09:57   1   44.700     2     1    4172     1
1593  23:20:14.5  08:12:22   1   53.335    20     1    3762     1
1594  23:20:22.6  07:32:15   1   87.113     0   101    6185     1
1595  23:20:24.6  08:21:59   1   54.761     0   103    3834     1
1596  23:20:30.0  08:23:45   1   50.250     2     1    3739     1
1597  23:20:42.5  08:13:01   1   49.418    11     1    3405     1
1598  23:20:56.1  08:11:12   1   54.761     0   103    3470     1
1599  23:21:01.6  07:54:53   1   54.761     0   103    3797     1
1600  23:21:13.1  07:21:59   1   54.761     0   103    3075     1
1601  23:21:41.7  08:53:13   1   52.033     7     1    3225     1
1602  23:23:54.0  09:40:03   1   38.850     2     1    3559     1
1603  23:26:31.7  50:40:33   1    0.919     6     1    -307     1
1604  23:28:29.1  19:51:50   1   30.400     1     2    2030     1
1605  23:28:36.2  14:44:35   1    2.242    21     1    -183     4
1606  23:30:03.5  26:00:40   1  130.141     0   103    9454     1
1607  23:33:10.5 -01:17:31   1   35.400     1     2    2502     1
1608  23:34:31.4  27:07:29   1  130.141     0   103    9420     1
1609  23:34:38.7  26:43:24   1  130.141     0   103    9700     1
1610  23:34:39.9  27:19:51   1  130.141     0   103    8893     1
1611  23:35:43.0  26:33:17   1  130.141     0   103    8639     1
1612  23:35:46.1 -02:52:51   1   34.000     1     2    2407     1
1613  23:35:46.4  26:36:19   1  130.141     0   103    9511     1
1614  23:36:26.0  27:23:54   1  130.141     0   103    9133     1
1615  23:36:30.5  26:23:28   1  130.141     0   103    9191     1
1616  23:36:38.8  26:54:34   1  130.141     0   103    8934     1
1617  23:36:38.8  27:18:23   1  130.141     0   103    8415     1
1618  23:37:09.4  26:58:02   1  130.141     0   103    9477     1
1619  23:37:19.9  27:08:51   1  130.141     0   103    9185     1
1620  23:37:20.1  26:52:41   1  130.141     0   103    8626     1
1621  23:37:25.9  27:04:18   1  130.141     0   103   10075     1
1622  23:37:27.7  26:37:58   1  130.141     0   103    9790     1
1623  23:37:31.5  26:50:13   1  130.141     0   103    8381     1
1624  23:37:45.0  26:30:18   1  130.141     0   103    8682     1
1625  23:37:46.6  26:58:51   1  130.141     0   103   11030     1
1626  23:37:55.3  27:06:02   1  130.141     0   103   10127     1
1627  23:37:57.8  27:15:52   1  131.000     1     1   10211     1
1628  23:38:10.2  27:01:50   1  130.141     0   103    8378     1
1629  23:38:12.5  26:29:40   1  130.141     0   103    9206     1
1630  23:38:13.6  27:24:52   1  130.141     0   103    9463     1
1631  23:38:14.3  26:58:03   1  130.141     0   103    9310     1
