Standard-system magnitudes of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (5) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The apparent U-band magnitude, m_U, of the galaxy. The values are corrected for extinction and redshift. 
Column 3: The uncertainty of m_U.
Column 4: The sources for the quoted values for m_U and their uncertainties.
Column 5: The apparent B-band magnitude, m_B, of the galaxy. The values are corrected for extinction and redshift. 
Column 6: The uncertainty of m_B.
Column 7: The sources for the quoted values for m_B and their uncertainties. 
Column 8: The apparent V-band magnitude, m_V, of the galaxy. The values are corrected for extinction and redshift. 
Column 9: The uncertainty of m_V.
Column 10: The sources for the quoted values for m_V and their uncertainties.
Column 11: The apparent I-band magnitude, m_I, of the galaxy. The values are corrected for extinction and redshift. 
Column 12: The uncertainty of m_I.
Column 13: The sources for the quoted values for m_I and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------
  id   m_U      dm_U       s.  m_B      dm_B       s.  m_V      dm_V       s.  m_I      dm_I      s. 
       [mag]                   [mag]                   [mag]                   [mag]   
-----------------------------------------------------------------------------------------------------
 786   14.63    0.50    1012   14.53   -9.99       1   13.42    0.47    1023   12.59    0.45    1045
 787   12.03   -9.99       1   11.63   -9.99       1   10.83   -9.99       1   10.29    0.45    1045
 788   15.02    0.50    1012   14.57   -9.99       1   14.09    0.47    1023   13.41    0.45    1045
 789   13.62    0.50    1012   13.42   -9.99       1   12.32    0.47    1023   11.45    0.45    1045
 790   14.57    0.50    1012   14.48   -9.99       1   13.54   -9.99       1   12.45    0.45    1045
 791   11.75   -9.99       1   11.24   -9.99       1   10.29   -9.99       1    9.53    0.45    1045
 792   15.15    0.50    1012   14.93   -9.99       1   14.00    0.47    1023   13.22    0.45    1045
 793   12.71   -9.99       1   12.23   -9.99       1   11.34   -9.99       1   10.40    0.45    1045
 794   14.09   -9.99       1   13.65   -9.99       1   12.83   -9.99       1   11.61    0.45    1045
 795   12.49   -9.99       1   11.62   -9.99       1   10.75   -9.99       1   10.17    0.45    1045
 796   14.01   -9.99       1   13.60   -9.99       1   12.66   -9.99       1   11.53    0.45    1045
 797   13.36   -9.99       1   12.98   -9.99       1   12.18   -9.99       1   11.14    0.45    1045
 798   14.40    0.50    1012   14.24   -9.99       1   13.43    0.05       2   12.66    0.45    1045
 799   11.33   -9.99       1   10.90   -9.99       1   10.00   -9.99       1    9.37    0.45    1045
 800   18.73    0.50    1012   14.25   -9.99       1   17.74    0.47    1023   16.76    0.45    1045
 801   -9.99   -9.99       0   12.20   -9.99       1   11.29   -9.99       1   -9.99   -9.99       0
 802   13.32   -9.99       1   12.87   -9.99       1   11.97   -9.99       1   11.06    0.45    1045
 803   12.48    0.50    1012   12.16   -9.99       1   11.28   -9.99       1   11.30    0.45    1045
 804   14.90    0.50    1012   15.05   -9.99       1   14.64    0.05       2   13.10    0.45    1045
 805   15.99   -9.99       1   15.81   -9.99       1   14.90   -9.99       3   14.32    0.45    1045
 806   14.29    0.50    1012   14.08   -9.99       1   13.16    0.47    1023   12.39    0.45    1045
 807   14.75    0.50    1012   14.44   -9.99       1   13.64    0.47    1023   12.83    0.45    1045
 808   15.88    0.50    1012   15.41   -9.99       1   14.91    0.47    1023   14.08    0.45    1045
 809   14.02    0.50    1012   13.58   -9.99       1   12.89    0.03       2   12.18    0.45    1045
 810   14.84    0.50    1012   14.76   -9.99       1   13.89    0.47    1023   13.19    0.45    1045
 811    9.65   -9.99       1    9.29   -9.99       1    8.46   -9.99       1   -9.99   -9.99       0
 812   12.65   -9.99       1   12.38   -9.99       1   11.57   -9.99       1   10.70    0.45    1045
 813   14.67    0.50    1012   14.62   -9.99       1   13.56    0.47    1023   12.78    0.45    1045
 814   12.46    0.50    1012   12.07   -9.99       1   11.16    0.47    1023   10.30    0.45    1045
 815   12.64   -9.99       1   12.17   -9.99       1   11.30   -9.99       1   10.39    0.45    1045
 816   12.42   -9.99       1   11.97   -9.99       1   11.10   -9.99       1   10.46    0.45    1045
 817   19.67    0.50    1012   18.88   -9.99       1   17.87    0.02       8   16.51    0.02       5
 818   13.30    0.50    1012   13.36   -9.99       1   12.40   -9.99       1   10.99    0.45    1045
 819   17.27    0.50    1012   16.01   -9.99       1   15.52    0.00       8   14.87    0.00       5
 820   12.13   -9.99       1   11.72   -9.99       1   10.84   -9.99       1    9.86    0.45    1045
 821   13.92   -9.99       1   13.41   -9.99       1   12.58   -9.99       1   11.41    0.45    1045
 822   21.01    0.50    1002   20.72    0.80    1002   20.43    0.07       8   19.25    0.07       7
 823   19.96    0.50    1012   19.71    0.80    1012   19.49    0.02       8   18.73    0.02       7
 824   10.87   -9.99       1   10.39   -9.99       1    9.46   -9.99       1   -9.99   -9.99       0
 825   24.25    0.50    1002   19.48   -9.99       1   19.73    0.02       8   18.37    0.02       5
 826   19.96    0.50    1002   19.65    0.80    1002   21.73    0.13       8   20.01    0.13       7
 827   19.93    0.50    1002   19.63    0.80    1002   19.69    0.01       8   19.08    0.01       7
 828   14.47    0.50    1012   14.67   -9.99       0   14.76   -9.99       3   12.61    0.45    1045
 829   14.84    0.50    1012   14.91   -9.99       1   13.84    0.47    1023   13.05    0.45    1045
 830   -9.99   -9.99       0   14.07   -9.99       1   -9.99   99.99       0   -9.99   -9.99       0
 831   16.25   -9.99       1   15.96   -9.99       1   15.50    0.00       8   14.85    0.00       5
 832   12.50   -9.99       1   11.85   -9.99       1   10.96   -9.99       1    9.61    0.45    1045
 833   -9.99   -9.99       0   -9.99   -9.99       0   20.55    0.04       8   19.33    0.04       7
 834   15.11   -9.99       1   15.00   -9.99       1    9.24    0.00       8    8.31    0.00       5
 835   10.55   -9.99       1    9.89   -9.99       1    8.96   -9.99       1   -9.99   -9.99       0
 836   22.13    0.50    1002   17.43   -9.99       1   17.77    0.02       8   16.36    0.02       5
 837   17.64    0.50    1012   17.66   -9.99       1   16.84    0.00       8   15.81    0.00       5
 838   12.98   -9.99       1   12.51   -9.99       1   11.69   -9.99       1   10.75    0.45    1045
 839   16.13   -9.99       1   16.31   -9.99       1   16.49    0.00       8   15.95    0.00       5
 840   -9.99   -9.99       0   -9.99   -9.99       0   20.89    0.06       8   20.22    0.06       7
 841   12.92   -9.99       1   12.52   -9.99       1   11.65   -9.99       1   10.48    0.45    1045
 842   14.61    0.50    1012   15.13   -9.99       1   13.54    0.47    1023   12.64    0.45    1045
 843   -9.99   -9.99       0   -9.99   -9.99       0   19.48    0.01       8   18.54    0.01       7
 844   -9.99   -9.99       0   -9.99   -9.99       0   21.05    0.03       8   20.30    0.03       7
 845   14.80    0.50    1012   14.59   -9.99       1   13.87    0.47    1023   13.13    0.45    1045
 846   19.00    0.50    1012   18.16   -9.99       1   17.61    0.01       8   17.07    0.01       5
 847   10.26   -9.99       1    9.88   -9.99       1    9.04   -9.99       1    9.54    0.45    1045
 848   22.35    0.50    1002   22.08    0.80    1002   19.88    0.04       8   18.87    0.04       7
 849   17.05   -9.99       1   16.66   -9.99       1   15.95    0.01       8   15.34    0.01       5
 850   21.48    0.50    1002   21.20    0.80    1002   19.77    0.01       8   19.14    0.01       7
 851   -9.99   -9.99       0   17.93   -9.99       1   18.64    0.02       8   18.19    0.02       5
 852   -9.99   -9.99       0   18.92   -9.99       1   19.09    0.01       8   18.17    0.01       5
 853   16.76   -9.99       1   16.51   -9.99       1   16.07    0.00       8   15.08    0.00       5
 854   19.30    0.50    1012   19.02   -9.99       1   17.27    0.01       8   16.75    0.01       5
 855   16.32   -9.99       1   16.07   -9.99       1   15.30    0.00       8   14.21    0.00       5
 856   18.13    0.50    1012   18.18   -9.99       1   17.43    0.00       8   16.89    0.00       5
 857   20.89    0.50    1012   20.66    0.80    1012   20.36    0.01       8   19.36    0.01       7
 858   17.69   -9.99       1   17.39   -9.99       1   16.74    0.00       8   15.47    0.00       5
 859   13.36   -9.99       1   12.82   -9.99       1   11.97   -9.99       1   11.10    0.45    1045
 860   19.75    0.50    1012   19.50    0.80    1012   16.49    0.01       8   19.26    0.01       5
 861   19.82    0.50    1012   19.57    0.80    1012   18.64    0.02       8   17.86    0.02       7
 862   -9.99   -9.99       0   18.88   -9.99       1   18.66    0.01       8   17.82    0.01       5
 863   -9.99   -9.99       0   -9.99   -9.99       0   20.04    0.02       8   19.69    0.02       7
 864   18.32    0.50    1012   18.66   -9.99       1   18.29    0.01       8   17.24    0.01       5
 865   16.44   -9.99       1   16.10   -9.99       1   15.47    0.00       8   14.43    0.00       5
 866   21.66    0.50    1002   18.20   -9.99       1   18.20    0.01       8   17.20    0.01       5
 867   17.80   -9.99       1   17.32   -9.99       1   16.83    0.01       8   16.04    0.01       5
 868   15.95   -9.99       1   15.48   -9.99       1   14.53    0.00       8   13.63    0.00       5
 869   16.01    0.50    1012   15.43   -9.99       1   14.93    0.47    1023   14.14    0.45    1045
 870   21.61    0.50    1012   21.39    0.80    1012   18.90    0.01       8   17.83    0.01       7
 871   17.18   -9.99       1   16.95   -9.99       1   16.40    0.00       8   15.47    0.00       5
 872   18.60    0.50    1012   18.46   -9.99       1   18.06    0.01       8   17.33    0.01       5
 873   20.77    0.50    1002   19.60   -9.99       1   20.03    0.02       8   18.45    0.02       5
 874   20.21    0.50    1002   19.91    0.80    1002   20.51    0.02       8   19.47    0.02       7
 875   10.33   -9.99       1    9.71   -9.99       1    8.81   -9.99       1   -9.99   -9.99       0
 876   -9.99   -9.99       0   16.60   -9.99       1   14.34    0.00       8   12.76    0.00       5
 877   20.17    0.50    1012   19.99   -9.99       1   20.28    0.03       8   19.62    0.03       5
 878   -9.99   -9.99       0   18.46   -9.99       1   17.57    0.01       8   16.76    0.01       5
 879   -9.99   -9.99       0   18.26   -9.99       1   17.71    0.01       8   16.76    0.01       5
 880   -9.99   -9.99       0   -9.99   -9.99       0   22.44    0.09       8   20.54    0.09       7
 881   18.02    0.50    1012   17.72   -9.99       1   17.12    0.00       8   16.42    0.00       5
 882   -9.99   -9.99       0   19.48   -9.99       1   18.04    0.01       8   17.37    0.01       5
 883   -9.99   -9.99       0   18.88   -9.99       1   19.04    0.01       8   18.08    0.01       5
 884   -9.99   -9.99       0   -9.99   -9.99       0   20.86    0.06       8   19.41    0.06       7
 885   -9.99   -9.99       0   -9.99   -9.99       0   20.48    0.02       8   19.57    0.02       7
 886   16.51   -9.99       1   15.87   -9.99       1   15.05    0.00       8   13.82    0.00       5
 887   19.91    0.50    1002   19.61    0.80    1002   19.65    0.02       8   19.10    0.02       7
 888   14.65    0.50    1012   14.34   -9.99       1   13.71    0.06       2   12.82    0.45    1045
 889   19.80    0.50    1012   19.48   -9.99       1   17.71    0.01       8   17.03    0.01       5
 890   16.35   -9.99       1   16.10   -9.99       1   15.29    0.00       8   14.33    0.00       5
 891   20.18    0.50    1012   19.93    0.80    1012   18.42    0.01       8   17.66    0.01       7
 892   21.24    0.50    1002   17.95   -9.99       1   17.80    0.01       8   16.71    0.01       5
 893   -9.99   -9.99       0   17.98   -9.99       1   18.33    0.03       8   17.50    0.03       5
 894   -9.99   -9.99       0   -9.99   -9.99       0   21.40    0.07       8   21.12    0.07       7
 895   20.00    0.50    1002   19.70    0.80    1002   20.17    0.02       8   19.30    0.02       7
 896   18.76    0.50    1012   19.06   -9.99       1   18.18    0.01       8   17.33    0.01       5
 897   15.03    0.50    1012   15.30   -9.99       1   14.86    0.03       2   13.30    0.45    1045
 898   19.30    0.50    1012   19.77   -9.99       1   18.95    0.01       8   18.23    0.01       5
 899   14.60    0.50    1012   14.21   -9.99       1   13.49    0.00       8   12.37    0.00       5
 900   20.27    0.50    1002   19.97    0.80    1002   20.54    0.03       8   19.94    0.03       7
 901   12.32   -9.99       1   11.96   -9.99       1   11.14   -9.99       1   10.16    0.45    1045
 902   18.04    0.50    1012   18.69   -9.99       1   18.63    0.02       8   16.57    0.02       5
 903   20.20    0.50    1002   19.49   -9.99       1   19.09    0.02       8   17.79    0.02       5
 904   21.35    0.50    1002   17.47   -9.99       1   15.84    0.00       8   14.89    0.00       5
 905   -9.99   -9.99       0   12.49   -9.99       4   12.60    0.50       4   -9.99   -9.99       0
 906   15.51   -9.99       1   15.22   -9.99       1   14.48    0.00       8   13.45    0.00       5
 907   19.29    0.50    1012   18.67   -9.99       1   18.04    0.01       8   17.13    0.01       5
 908   -9.99   -9.99       0   -9.99   -9.99       0   21.23    0.05       8   20.38    0.05       7
 909   18.48    0.50    1012   19.13   -9.99       1   17.93    0.01       8   17.13    0.01       5
 910   -9.99   -9.99       0   -9.99   -9.99       0   20.72    0.04       8   19.80    0.04       7
 911   17.01    0.50    1012   16.84   -9.99       1   16.26    0.01       8   15.22    0.01       5
 912   18.10    0.50    1012   17.87   -9.99       1   17.34    0.01       8   16.42    0.01       5
 913   18.66    0.50    1002   18.06   -9.99       1   17.58    0.01       8   17.00    0.01       5
 914   -9.99   -9.99       0   18.46   -9.99       1   17.49    0.01       8   17.11    0.01       5
 915   -9.99   -9.99       0   -9.99   -9.99       0   19.88    0.05       8   18.92    0.05       7
 916   13.29   -9.99       1   12.82   -9.99       1   12.03   -9.99       1   10.88    0.45    1045
 917   20.58    0.50    1002   20.29    0.80    1002   21.05    0.03       8   20.34    0.03       7
 918   21.87    0.50    1002   18.37   -9.99       1   17.31    0.01       8   16.64    0.01       5
 919   19.58    0.50    1002   19.27    0.80    1002   19.59    0.02       8   19.26    0.02       7
 920   15.00   -9.99       1   14.69   -9.99       1   14.01    0.47    1023   13.23    0.45    1045
 921   20.82    0.50    1002   20.52    0.80    1002   20.22    0.04       8   19.09    0.04       7
 922   -9.99   -9.99       0   -9.99   -9.99       0   20.12    0.03       8   19.40    0.03       7
 923   19.72    0.50    1012   19.47    0.80    1012   19.33    0.01       8   18.29    0.01       7
 924   -9.99   -9.99       0   -9.99   -9.99       0   20.75    0.02       8   20.16    0.02       7
 925   17.95    0.50    1012   17.71   -9.99       1   17.28    0.01       8   16.34    0.01       5
 926   17.89    0.50    1012   18.12   -9.99       1   17.22    0.01       8   16.81    0.01       5
 927   18.74    0.50    1002   18.99   -9.99       1   18.21    0.02       8   17.02    0.02       5
 928   -9.99   -9.99       0   20.02   -9.99       1   19.76    0.02       8   19.02    0.02       5
 929   11.53   -9.99       1   10.89   -9.99       1   10.00   -9.99       1    9.63    0.45    1045
 930   19.09    0.50    1002   19.79   -9.99       1   19.73    0.02       8   18.93    0.02       5
 931   14.75    0.50    1012   14.69   -9.99       1   13.99    0.03       2   12.93    0.45    1045
 932   -9.99   -9.99       0   -9.99   -9.99       0   18.68    0.02       8   18.28    0.02       7
 933   19.16    0.50    1012   18.30   -9.99       1   18.49    0.01       8   17.74    0.01       5
 934   20.49    0.50    1002   19.99   -9.99       1   18.46    0.02       8   17.61    0.02       5
 935   17.87    0.50    1012   18.04   -9.99       1   17.03    0.01       8   16.25    0.01       5
 936   -9.99   -9.99       0   -9.99   -9.99       0   19.59    0.02       8   18.57    0.02       7
 937   13.30   -9.99       1   12.89   -9.99       1   12.04   -9.99       1   10.98    0.45    1045
 938   19.87    0.50    1012   19.61   -9.99       1   19.16    0.01       8   18.72    0.01       5
 939   11.99   -9.99       1   11.37   -9.99       1   10.48   -9.99       1   11.02    0.45    1045
 940   14.24   -9.99       1   13.84   -9.99       1   12.98   -9.99       1   12.08    0.45    1045
 941   16.25   -9.99       1   16.09   -9.99       1   15.71    0.00       8   14.78    0.00       5
 942   -9.99   -9.99       0   19.57   -9.99       1   19.43    0.02       8   18.83    0.02       5
 943   21.95    0.50    1002   21.67    0.80    1002   20.36    0.03       8   19.52    0.03       7
 944   -9.99   -9.99       0   -9.99   -9.99       0   18.32    0.01       8   17.58    0.01       7
 945   -9.99   -9.99       0   20.00   -9.99       1   19.52    0.02       8   18.51    0.02       5
 946   -9.99   -9.99       0   -9.99   -9.99       0   20.30    0.03       8   19.58    0.03       7
 947   20.80    0.50    1002   19.80   -9.99       1   18.87    0.01       8   18.04    0.01       5
 948   20.05    0.50    1012   19.80    0.80    1012   20.03    0.02       8   19.22    0.02       7
 949   18.15   -9.99       1   17.94   -9.99       1   17.35    0.00       8   16.56    0.00       5
 950   14.63    0.50    1012   14.34   -9.99       1   14.18    0.47    1023   12.98    0.45    1045
 951   16.70   -9.99       1   16.41   -9.99       1   15.91    0.00       8   15.03    0.00       5
 952   12.25   -9.99       1   11.28   -9.99       1   10.41   -9.99       1    9.44    0.45    1045
 953   -9.99   -9.99       0   -9.99   -9.99       0   21.15    0.03       8   20.46    0.03       7
 954   19.80    0.50    1012   19.60   -9.99       1   18.81    0.02       8   18.12    0.02       5
 955   18.44    0.50    1012   19.21   -9.99       1   18.75    0.01       8   17.90    0.01       5
 956   -9.99   -9.99       0   -9.99   -9.99       0   21.01    0.01       8   19.88    0.01       7
 957   14.21    0.50    1012   13.99   -9.99       0   13.40   -9.99       3   12.20    0.45    1045
 958   19.55    0.50    1012   19.08   -9.99       1   19.02    0.01       8   18.04    0.01       5
 959   18.78    0.50    1012   18.79   -9.99       1   18.69    0.01       8   17.88    0.01       5
 960   15.11    0.50    1012   14.96   -9.99       1   14.03    0.47    1023   13.28    0.45    1045
 961   16.66   -9.99       1   16.47   -9.99       1   16.20    0.00       8   15.19    0.00       5
 962   14.46   -9.99       1   13.68   -9.99       1   13.31   -9.99       1   12.08    0.45    1045
 963   -9.99   -9.99       0   -9.99   -9.99       0   20.27    0.03       8   18.79    0.03       7
 964   20.71    0.50    1002   20.42    0.80    1002   20.49    0.02       8   19.72    0.02       7
 965   16.22   -9.99       1   15.86   -9.99       1   15.44    0.00       8   14.33    0.00       5
 966   -9.99   -9.99       0   -9.99   -9.99       0   20.14    0.06       8   19.61    0.06       7
 967   21.31    0.50    1002   21.02    0.80    1002   20.49    0.03       8   19.57    0.03       7
 968   18.89    0.50    1002   19.98   -9.99       1   18.21    0.01       8   18.37    0.01       5
 969   15.52   -9.99       1   15.26   -9.99       1   14.71    0.00       8   13.79    0.00       5
 970   24.48    0.50    1010   17.73   -9.99       1   16.92    0.00       8   16.17    0.00       5
 971   -9.99   -9.99       0   -9.99   -9.99       0   21.22    0.05       8   20.37    0.05       7
 972   22.15    0.50    1002   21.88    0.80    1002   19.57    0.03       8   19.04    0.03       7
 973   17.26   -9.99       1   16.70   -9.99       1   16.28    0.00       8   15.36    0.00       5
 974   -9.99   -9.99       0   -9.99   -9.99       0   20.61    0.02       8   19.81    0.02       7
 975   18.08    0.50    1012   14.35   -9.99       1   13.21    0.06       2   15.88    0.45    1045
 976   -9.99   -9.99       0   17.66   -9.99       1   17.23    0.00       8   16.24    0.00       5
 977   13.06   -9.99       1   12.60   -9.99       1   11.81   -9.99       1   11.18    0.45    1045
 978   20.23    0.50    1002   19.93    0.80    1002   19.96    0.03       8   18.84    0.03       7
 979   22.35    0.50    1002   18.03   -9.99       1   17.59    0.01       8   16.80    0.01       5
 980   -9.99   -9.99       0   17.98   -9.99       1   17.81    0.01       8   17.09    0.01       5
 981   19.27    0.50    1012   19.01    0.43    1012   19.14    0.01       8   18.32    0.01       7
 982   -9.99   -9.99       0   20.08   -9.99       1   19.65    0.02       8   19.00    0.02       5
 983   19.83    0.50    1012   19.58    0.80    1012   19.60    0.01       8   18.90    0.01       7
 984   19.03    0.50    1012   18.72   -9.99       1   18.44    0.01       8   17.57    0.01       5
 985   -9.99   -9.99       0   -9.99   -9.99       0   21.11    0.04       8   20.17    0.04       7
 986   20.61    0.50    1002   20.32    0.80    1002   20.23    0.03       8   18.99    0.03       7
 987   20.18    0.50    1002   20.01   -9.99       1   19.90    0.01       8   19.04    0.01       5
 988   13.09   -9.99       1   12.77   -9.99       1   11.94   -9.99       1   11.01    0.45    1045
 989   16.07    0.50    1012   15.76   -9.99       1   15.22    0.00       8   13.97    0.00       5
 990   -9.99   -9.99       0   17.40   -9.99       1   17.22    0.01       8   16.03    0.01       5
 991   20.59    0.50    1002   20.30    0.80    1002   19.50    0.03       8   18.76    0.03       7
 992   20.67    0.50    1012   17.75   -9.99       1   17.06    0.00       8   16.13    0.00       5
 993   20.83    0.50    1002   20.54    0.80    1002   20.53    0.04       8   18.96    0.04       7
 994   22.76    0.50    1012   19.49   -9.99       1   18.41    0.01       8   17.57    0.01       5
 995   11.85   -9.99       1   11.25   -9.99       1   10.37   -9.99       1   -9.99   -9.99       0
 996   20.02    0.50    1002   19.79   -9.99       1   19.17    0.02       8   18.38    0.02       5
 997   12.30   -9.99       1   11.75   -9.99       1   10.96   -9.99       1   10.10    0.45    1045
 998   21.27    0.50    1002   19.01   -9.99       1   18.53    0.01       8   17.61    0.01       5
 999   16.22   -9.99       1   16.02   -9.99       1   15.58    0.00       8   14.62    0.00       5
1000   -9.99   -9.99       0   -9.99   -9.99       0   21.01    0.04       8   19.96    0.04       7
1001   -9.99   -9.99       0   18.70   -9.99       1   18.01    0.01       8   16.92    0.01       5
1002   15.80   -9.99       1   15.35   -9.99       1   15.24    0.00       8   14.15    0.00       5
1003   13.91   -9.99       1   13.46   -9.99       1   12.56   -9.99       1   11.32    0.45    1045
1004   19.11    0.50    1012   18.84    0.43    1012   18.90    0.01       8   17.97    0.01       7
1005   15.01    0.50    1012   14.77   -9.99       1   14.50    0.03       2   13.26    0.45    1045
1006   17.68    0.50    1012   17.41   -9.99       1   17.10    0.01       8   16.17    0.01       5
1007   17.83    0.50    1012   18.22   -9.99       1   17.93    0.00       8   17.20    0.00       5
1008   15.29   -9.99       1   14.79   -9.99       1   13.89   -9.99       1   12.86    0.45    1045
1009   20.92    0.50    1002   20.63    0.80    1002   21.08    0.03       8   20.18    0.03       7
1010   20.17    0.50    1002   20.00   -9.99       1   20.44    0.03       8   19.74    0.03       5
1011   16.33    0.50    1012   15.53   -9.99       1   15.06    0.47    1023   13.97    0.45    1045
1012   16.70   -9.99       1   16.31   -9.99       1   15.93    0.00       8   14.97    0.00       5
1013   -9.99   -9.99       0   -9.99   -9.99       0   21.12    0.04       8   20.20    0.04       7
1014   18.48    0.50    1012   18.04   -9.99       1   18.32    0.01       8   17.57    0.01       5
1015   18.29    0.50    1012   18.19   -9.99       1   17.66    0.01       8   16.83    0.01       5
1016   -9.99   -9.99       0   -9.99   -9.99       0   21.42    0.04       8   20.39    0.04       7
1017   21.76    0.50    1002   21.48    0.80    1002   21.95    0.06       8   21.50    0.06       7
1018   19.28    0.50    1012   19.46   -9.99       1   19.05    0.01       8   18.05    0.01       5
1019    9.69   -9.99       1    9.16   -9.99       1    8.23   -9.99       1    8.69    0.45    1045
1020   19.40    0.50    1012   18.69   -9.99       1   17.80    0.01       8   17.34    0.01       5
1021   -9.99   -9.99       0   -9.99   -9.99       0   19.08    0.02       8   18.82    0.02       7
1022   11.50   -9.99       1   10.91   -9.99       1   10.00   -9.99       1    9.38    0.45    1045
1023   12.73   -9.99       1   12.29   -9.99       1   11.29    0.47    1023   10.47    0.45    1045
1024   -9.99   -9.99       0   -9.99   -9.99       0   20.24    0.03       8   19.70    0.03       7
1025   20.00    0.50    1012   19.64   -9.99       1   19.29    0.02       8   18.35    0.02       5
1026   13.32   -9.99       1   13.01   -9.99       1   12.27   -9.99       1   11.07    0.45    1045
1027   -9.99   -9.99       0   18.16   -9.99       1   17.54    0.01       8   16.60    0.01       5
1028   -9.99   -9.99       0   -9.99   -9.99       0   21.28    0.11       8   20.67    0.11       7
1029   11.90   -9.99       1   11.16   -9.99       1   10.25   -9.99       1    9.53    0.45    1045
1030   21.67    0.50    1002   21.39    0.80    1002   18.90    0.01       8   18.22    0.01       7
1031   15.42    0.50    1012   15.00   -9.99       0   14.15   -9.99       3   13.52    0.45    1045
1032   17.17    0.50    1012   16.80   -9.99       1   16.35    0.00       8   15.23    0.00       5
1033   20.54    0.50    1002   20.25    0.80    1002   20.24    0.02       8   18.96    0.02       7
1034   -9.99   -9.99       0   -9.99   -9.99       0   20.20    0.04       8   18.75    0.04       7
1035   14.79    0.50    1012   14.20   -9.99       1   15.18    0.03       2   12.93    0.45    1045
1036   -9.99   -9.99       0   19.37   -9.99       1   18.89    0.01       8   17.96    0.01       5
1037   -9.99   -9.99       0   18.27   -9.99       1   18.12    0.01       8   17.20    0.01       5
1038   -9.99   -9.99       0   18.75   -9.99       1   19.32    0.02       8   18.29    0.02       5
1039   12.64   -9.99       1   12.04   -9.99       1   11.17   -9.99       1   10.59    0.45    1045
1040   -9.99   -9.99       0   19.74   -9.99       1   19.30    0.02       8   18.57    0.02       5
1041   -9.99   -9.99       0   18.96   -9.99       1   19.14    0.02       8   17.82    0.02       5
1042   13.84   -9.99       1   13.37   -9.99       1   12.45   -9.99       1   11.28    0.45    1045
1043   19.84    0.50    1012   19.59    0.80    1012   19.69    0.02       8   18.54    0.02       7
1044   -9.99   -9.99       0   17.92   -9.99       1   17.36    0.01       8   16.59    0.01       5
1045   19.99    0.50    1002   19.69    0.80    1002   19.65    0.02       8   18.60    0.02       7
1046   -9.99   -9.99       0   -9.99   -9.99       0   19.64    0.01       8   18.48    0.01       7
1047   14.92   -9.99       1   14.19   -9.99       1   13.21   -9.99       1   12.00    0.45    1045
1048   -9.99   -9.99       0   -9.99   -9.99       0   20.43    0.03       8   19.52    0.03       7
1049   20.09    0.50    1002   19.79    0.80    1002   20.07    0.02       8   19.14    0.02       7
1050   -9.99   -9.99       0   19.25   -9.99       1   18.46    0.01       8   17.44    0.01       5
1051   17.18   -9.99       1   17.43   -9.99       1   17.26    0.00       8   16.49    0.00       5
1052   -9.99   -9.99       0   -9.99   -9.99       0   20.79    0.03       8   20.25    0.03       7
1053   13.67    0.50    1012   13.56   -9.99       1   13.01    0.06       2   11.89    0.45    1045
1054   -9.99   -9.99       0   -9.99   -9.99       0   18.76    0.02       8   17.66    0.02       7
1055   13.43   -9.99       1   13.06   -9.99       1   12.21   -9.99       1   11.16    0.45    1045
1056   15.64    0.50    1012   15.14   -9.99       0   15.44   -9.99       3   13.83    0.45    1045
1057   19.85    0.50    1002   19.28   -9.99       1   19.14    0.01       8   18.23    0.01       5
1058   15.83   -9.99       1   16.72   -9.99       1   16.79    0.00       8   16.48    0.00       5
1059   20.85    0.50    1002   20.56    0.80    1002   19.27    0.01       8   18.63    0.01       7
1060   17.33   -9.99       1   17.07   -9.99       1   16.49    0.00       8   15.53    0.00       5
1061   18.06    0.50    1012   17.97   -9.99       1   17.41    0.01       8   16.55    0.01       5
1062   10.19   -9.99       1    9.47   -9.99       1    8.54   -9.99       1   -9.99   -9.99       0
1063   19.86    0.50    1002   19.80   -9.99       1   19.07    0.02       8   18.23    0.02       5
1064   12.96   -9.99       1   12.71   -9.99       1   11.91   -9.99       1   11.25    0.45    1045
1065   12.95    0.50    1012   13.23   -9.99       1   11.40    0.47    1023   11.00    0.45    1045
1066   -9.99   -9.99       0   -9.99   -9.99       0   20.47    0.02       8   19.97    0.02       7
1067   15.96   -9.99       1   15.59   -9.99       1   14.94    0.00       8   13.81    0.00       5
1068   20.51    0.50    1002   20.22    0.80    1002   20.21    0.02       8   19.23    0.02       7
1069   16.61   -9.99       1   16.39   -9.99       1   15.80    0.00       8   14.76    0.00       5
1070   17.50   -9.99       1   17.17   -9.99       1   16.67    0.01       8   15.65    0.01       5
1071   20.21    0.50    1002   18.94   -9.99       1   18.36    0.02       8   17.41    0.02       5
1072   15.22    0.50    1012   15.39   -9.99       1   14.23    0.47    1023   13.45    0.45    1045
1073   11.01   -9.99       1   10.57   -9.99       1    9.72   -9.99       1   -9.99   -9.99       0
1074   15.94   -9.99       1   15.66   -9.99       1   15.47    0.00       8   14.45    0.00       5
1075   14.96   -9.99       1   14.58   -9.99       1   14.67   -9.99       3   13.55    0.45    1045
